pro_rank,title,open_date,profit,percent,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor
474,퀴즈왕,2010.9.16,4175162000,0.30%,4188846000,569892,573001,321,23564,소란플레이먼트(주),(주)시네마서비스,15세이상관람가,코미디,장진,"김수로,한재석,송영창,류승룡,장영남,이지용,류덕환,손일준,조덕현,박준서,한상구,한수진,고성일,장진,이수영,김용구,이태웅,이종필,김병옥,이철민,김원해,이한위,이해영,심은경"
475,"여고괴담 5",2009.6.18,4158738000,0.40%,4158738000,644717,644717,318,31631,(주)씨네이천,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"공포(호러),스릴러",이종용,"오연서,장경아,손은서,송민정,유신애,정혜인,박은지,강별,박정윤,주한나,한정아,박경숙,최민성,윤소라,최빛나,정민지,이연화,이정윤,이미소,김정민,황승언"
476,몬스터,2014.3.13,4138207515,0.20%,4138207515,526557,526557,527,25460,상상필름(주),롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,스릴러,황인호,"이민기,김고은,안서현,윤진하,박병은,김뢰하,김부선,이현빈,이현우,손종규,전종석,정수환,차국빈,이도연,최대웅,최성겸,허준석,이용희,남경읍,김선영,배성우,유재명,조복래"
477,기담,2007.8.1,4124164500,0.40%,4124164500,644049,644049,195,14793,"영화사 도로시(주)",㈜스튜디오이쩜영,15세이상관람가,"공포(호러),미스터리,스릴러","정식,정범식","김보경,김응수,이동규,진구,김태우,김종윤,예수정"
478,헬머니,2015.3.5,4122996972,0.20%,4122996972,523871,523871,422,24870,"(주)전망좋은 영화사,TCO(주)더콘텐츠온",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,코미디,신한솔,"김수미,정만식,김정태,이태란,홍성덕,박승찬,이형빈,강경탁,임재수,박은영,박지영,박혜진,정진혁,채승훈,선현철,손재영,김달선,유병선,유용욱,윤수진,이강철,이규섭,김홍파,한진원,이성민,이승준,이영은,이영은,이은미,김지훈,김원해,이승천,박준금,정혜선,김영옥,길해연,지대한,조영진,장원영,권병길,박충선,김정영"
479,다찌마와리,2008.8.14,4114057000,0.40%,4114057000,626289,626289,299,23265,"(주)외유내강,(주)쇼박스",(주)쇼박스,12세이상관람가,"액션,어드벤처,코미디",류승완,"임원희,공효진,박시연,황보라,구본웅,김수현,김현우,이수현,류승범,강구현,허명행,송민석,송선찬,김동후,박지만,황정욱,노남석,주아영,류승완,권지훈,차주한,민지민,민지민,민지민,박갑진,곽진석,윤대원,윤대원,최봉록,권귀덕,권문철,권문철,이아영,이용신,양태용,김영인,이현주,정우,김병옥,조덕현,정석용,천성훈,조상건,안길강,오지혜,김뢰하,이도겸,이영아,김동후"
480,"울학교 이티",2008.9.11,4094221500,0.40%,4159767500,637854,652178,296,21750,㈜커리지필름,에스케이텔레콤(주),15세이상관람가,"드라마,코미디",박광춘,"김수로,이한위,백성현,박보영,이민호,문채원,이찬호,김성령,김주희,유정호,강내균,김홍태,김명덕,김기방,신창수,홍지연,반창준,한수정,육경삼,윤두태,장근영,김재근,최용기,김정근,이언정,조성환,김병옥,김형범,김영옥"
481,"슈퍼스타 감사용",2004.9.17,4073017000,0.40%,4073017000,627199,627199,128,15185,(주)싸이더스,씨제이엔터테인먼트,전체관람가,드라마,김종현,"이범수,공유,윤진서,하정우,이명수,이혁재,송민규,이대희,정석원,김상현,최봉석,이성덕,김철용,예민정,이정준,정준하,장항선,장소연,이태성,박효주,조희봉,박충선,조원동,류승수"
482,변산,2018.7.4,4014072273,0.20%,4014072273,490033,490033,763,27516,변산문화산업전문(유),메가박스중앙(주)플러스엠,15세이상관람가,드라마,이준익,"박정민,김고은,장항선,고준,신현빈,정규수,김준한,배제기,최정헌,한별,김형주,차순배,신문성"
483,파파,2012.2.1,4000072000,0.30%,4000072000,587291,587291,414,24767,상상필름(주),롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"가족,코미디",한지승,"박용우,고아라,손병호,정명숙,최경선,성상배"
484,"Mr.로빈 꼬시기",2006.12.7,3990360200,0.40%,3990360200,680241,680241,301,20110,(주)싸이더스,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,코미디",김상우,"엄정화,다니엘 헤니,오미연,이원우,이현배,장소연,최진호,김기현,손진호,최종률,박현영,옥지영"
485,"싸이보그지만 괜찮아",2006.12.7,3983748800,0.40%,3983748800,676533,676533,289,18922,(주)모호필름,씨제이엔터테인먼트,12세이상관람가,"SF,멜로/로맨스,판타지",박찬욱,"임수정,정지훈,오달수,김주복,김도연,유호정,천성훈,박병은,김병옥,최희진,이용녀,박준면"
486,사이코메트리,2013.3.7,3978495129,0.20%,3978495129,534273,534273,429,23487,"(주)엠픽처스,(주)파워이엔티,㈜게이트픽쳐스",씨제이이앤엠(주),청소년관람불가,미스터리,권호영,"김강우,김범,박혁권,이준혁,서현철,박성웅,박병렬,박은영,서왕석,박주형,정윤선,유재상,윤박,서영화,유승목,이솜,오희준"
487,"이태원 살인사건",2009.9.10,3978029000,0.40%,3978029000,531008,531008,239,25470,선필름,(주)쇼박스,15세이상관람가,"범죄,미스터리,스릴러",홍기선,"정진영,장근석,신승환,오광록,고창석,심혜정,김경훈,이용재,송영창,김중기,최일화"
488,"7년의 밤",2018.3.28,3969337524,0.20%,3969337524,528007,528007,872,26817,"(주)바른손,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,"스릴러,드라마",추창민,"류승룡,장동건,송새벽,고경표,이레,탕준상,이상희,문정희"
489,"가려진 시간",2016.11.16,3948158400,0.20%,3948158400,511369,511369,884,30417,(주)바른손이앤에이,(주)쇼박스,12세이상관람가,"드라마,판타지",엄태화,"강동원,신은수,이효제,김희원,권해효,김단율,정우진,엄태구,박종환,김동현,김예지,이영상,조슬예,고민우,오희준,김정영"
490,침묵,2017.11.2,3930219264,0.20%,3930219264,494097,494097,634,23228,(주)용필름,씨제이이앤엠(주),15세이상관람가,드라마,정지우,"최민식,박신혜,류준열,이하늬,박해준,조한철,이수경,박성희,박태강,박호산,송준,안성봉,채현우,이상철,이연,이정민,이정민,이태형,임승묵,박규영,남명렬,박형수,김대현"
491,"여교수의 은밀한 매력",2006.3.16,3926917300,0.40%,3926917300,606398,606398,203,16021,"엔젤언더그라운드(주),(주)엠케이픽처스",(주)엠케이픽처스,18세관람가,코미디,이하,"문소리,지진희,김상현,김동영,이주원,강남미,신명환,김유라,신지혜,한기윤,권하얀,김경민,서주환,유용주,유정현,윤범석,윤선영,최성수,윤익준,윤익준,김수랑,김승섭,오가원,김지윤,김중옥,김중옥,유승목,조성하"
492,"고고 70",2008.10.3,3865123500,0.40%,3865123500,595145,595145,369,26844,(주)보경사,(주)쇼박스,15세이상관람가,드라마,최호,"곽선영,조승우,신민아,차승우,한송이,정영숙,유정호,이성훈,최은정,강경래,정현아,손경호,손대구,허성일,강명찬,신경아,김명기,조미영,홍석창,김혜정,김문영,김혜리,김효진,김형욱,홍유선,홍윤미,김희상,박유현,박은성,신용숙,신윤철,김형기,박인철,박정률,박준식,조정희,박진홍,남윤수,노재경,배태종,백승국,이동준,권혁일,강지훈,김고운,천정환,이병관,최경호,이병호,민혜진,박경선,김인규,최민규,유지훈,유진영,유하나,최민철,이희영,윤미연,임지희,박민수,임형진,장명진,전영호,정경애,윤정연,이성찬,정은선,박성용,최여진,이세현,오선화,박수경,박신영,이승수,김정교,김태훈,양진혁,김진수,이원정,유창숙,이현경,이종민,이지아,김은진,김민규,이지혜,조덕제,김종언,송지인"
493,"나의 결혼원정기",2005.11.23,3860195500,0.40%,3860195500,632553,632553,237,17821,튜브픽쳐스(주),롯데쇼핑㈜롯데엔터테인먼트,12세관람가,드라마,황병국,"정재영,수애,유준상,김응수,김지영,정혜영,임찬익,주용재,채수린,장준희,박길수"
494,챔프,2011.9.7,3850241300,0.30%,3850241300,535657,535657,301,19683,"(주)씨엘엔터테인먼트,(주)대명문화공장,(주)예인문화,(주)화인웍스",(주)쇼박스,12세이상관람가,드라마,이환경,"차태현,김수정,유오성,박하선,김혜선,백도빈,윤희석,조인권,방현용,방현용,한창민,김석봉,유미라,이서이,박상우,박성일,최원준,최은지,김정준,박근록,김광규,김상호"
495,"말죽거리 잔혹사",2004.1.16,3837152000,2.40%,3837152000,604969,604969,40,5511,"(주)싸이더스,㈜싸이더스픽쳐스",씨제이엔터테인먼트,15세관람가,"액션,멜로/로맨스",유하,"권상우,이정진,한가인,김인권,박효준,이종혁,백봉기,안내상,조진웅,김동영,강동수,이동연,김대성,이민구,조주연,민성주,김성문,최선중,전진우,김소라,김수민,박수영,정영민,정진모,우성,김정열,양종규,이광재,이진욱,이혜선,김병춘,한재영,천호진,김부선"
496,분신사바,2004.8.5,3827484000,2.40%,3827484000,608289,608289,97,9823,"(주)소프트랜드 영상 사업부 에이포스트 픽쳐스",브에나비스타인터내셔널코리아,15세관람가,공포(호러),안병기,"김규리,이유리,이세은,최정윤,안성범,이경미,최성민,모지은"
497,"너는 펫",2011.11.10,3810103000,0.30%,3810103000,543313,543313,341,24395,컴어나더(주),롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,코미디",김병곤,"장근석,김하늘,홍세희,최종훈,김유인,신정원,박재성,고나은,김해인,심서린,조진혁,박진성,박진아,조현수,고우리,유지민,정정숙,윤영식,윤용일,정유미,최원석,이진희,이채원,김주용,안길강,강하늘"
498,"뜨거운 것이 좋아",2008.1.17,3790477000,0.40%,3790477000,578732,578732,256,20611,(주)시네마서비스,(주)시네마서비스,15세이상관람가,드라마,권칠인,"이미숙,김민희,안소희,김성수,김준성,송지혜,조영수,한혜진,함현주,김경형,이혜연,김선호,이훈희,정인화,이은성,박광정"
499,여배우들,2009.12.10,3776407000,0.40%,3776407000,513095,513095,275,18750,"주식회사 뭉클픽쳐스",(주)쇼박스,12세이상관람가,드라마,이재용,"고현정,김민희,이미숙,윤여정,최지우,김옥빈,손대식,정희연,이건우,신화섭,임지훈,박태윤,박현무,배혜랑,서성경,김보묵,김고은,이미성,원지현,유희,박성희,정재원,김지수,송재림"
500,해어화,2016.4.13,3768200759,0.20%,3768200759,485695,485695,572,32322,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,드라마",박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준,오하늬,김고은"
501,"용의주도 미스신",2007.12.18,3743082000,0.40%,3743082000,579973,579973,225,14911,"(주)로드픽쳐스,(주)싸이더스",(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",박용집,"한예슬,이종혁,권오중,김인권,조혜진,손봉수,조석환,이연주,김동철,백준서,최봉겸,최선중,정다영,정명훈,유순철,최욱,윤주상"
502,"순수의 시대",2015.3.5,3741046828,0.20%,3741046828,469908,469908,546,23626,"(주)화인웍스,(주)키메이커",씨제이이앤엠(주),청소년관람불가,"사극,드라마",안상훈,"신하균,장혁,강한나,강하늘,박혜준,정현국,권승구,서지오,권지훈,천준호,최아람,양영조,김경애,오하늬,윤민규,이광기,김민수,이상민,이수민,손병호,박갑진,최무성,기주봉,이재용,문영동,조희봉,황금희,성유빈"
503,트럭,2008.9.25,3730899000,0.40%,3730899000,550195,550195,258,23432,(주)싸이더스,(주)싸이더스,청소년관람불가,"범죄,스릴러",권형진,"유해진,진구,김준배,경규원,김하영,심재원,전동성,박창희,한성규,한수봉,김경민,김설우,박상현,박상현,임장환,김승태,이주한,박정학,최진호,장준녕,최종률"
504,"마담 뺑덕",2014.10.2,3728980590,0.20%,3728980590,471172,471172,536,21636,(주)영화사동물의왕국,씨제이이앤엠(주),청소년관람불가,멜로/로맨스,임필성,"정우성,이솜,박소영,박팔영,손지연,어주선,정현석,한세인,김도연,김성민,김희원,민들레,박소담,윤세아,한주영"
505,가을로,2006.10.26,3653445400,0.40%,3653445400,601733,601733,255,18905,㈜영화세상,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,"멜로/로맨스,드라마",김대승,"유지태,엄지원,김경란,김지수,최종원,장석원,임종윤,조석영,김혜련,노승욱,유연정,김철홍,이봉규"
506,"6월의 일기",2005.12.1,3645962000,0.40%,3645962000,593867,593867,169,15249,(주)필름앤픽쳐스,(주)쇼박스,15세관람가,"드라마,범죄",임경수,"신은경,이상기,김윤진,문정혁,김꽃비,맹세창,김경민,문준호,김지민,박현영"
507,"슈퍼맨이었던 사나이",2008.1.31,3642176500,0.40%,3642176500,550282,550282,386,22073,씨제이엔터테인먼트,씨제이엔터테인먼트,전체관람가,"드라마,코미디",정윤철,"홍희자,황정민,전지현,진지희,서영화,최우혁,조상현,김기석,이상엽,김한길,최현,김바다,유주영,양동혁,박병렬,임승혁,임임남,최아람,박수현,박진우,박경순,김태성,박현영,선우선,조희봉"
508,카운트다운,2011.9.29,3630557000,0.30%,3630557000,471547,471547,341,20958,(주)영화사봄,"(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,"드라마,액션",허종호,"정재영,전도연,오만석,손상현,김홍재,조서희,신선희,조수영,김준원,오광록,박주원,최현수,최효상,박초롱,노남석,권혁준,고상우,김관수,김기만,이민영,김태성,권성국,김철수,오대환,오상호,배성우,김재화,정혜선,김광규,최종률,김강일,정만식"
509,"해부학 교실",2007.7.11,3627352500,0.40%,3627352500,574302,574302,232,16774,"영화사청어람(주),(주)에그필름",영화사청어람(주),15세이상관람가,"공포(호러),스릴러",손태웅,"한지민,홍희자,오태경,온주완,성창연,박정현,우지현,유선진,전호성,정수현,양석원,예학영,서영화,조민기"
510,남자사용설명서,2013.2.14,3606654257,0.20%,3606654257,507913,507913,372,17238,(주)영화사소풍,(주)쇼박스,15세이상관람가,"코미디,멜로/로맨스",이원석,"이시영,김영현,오정세,박영규,김정태,이원종,배성우,김준성,김민재,경수진,조혜선,최우영,성윤용,손종규,이순혜,차종호,정보름"
511,"미쓰 홍당무",2008.10.16,3603598500,0.40%,3603598500,539031,539031,285,25447,(주)모호필름,(주)벤티지홀딩스,청소년관람불가,"드라마,코미디",이경미,"공효진,이종혁,서우,황우슬혜,서영주,김희영,박지수,박찬욱,정준수,장진영,장혜진,양현진,배성우,라미란,최희진"
512,계춘할망,2016.5.19,3599680348,0.20%,3599680348,482259,482259,526,19641,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스","(주)콘텐츠 난다긴다",15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁,신문성,오희준"
513,"로보트 태권V(76년 디지털 복원판)",,3594834500,0.40%,3617228000,652059,656670,218,15576,"영화진흥위원회,(주)로보트태권브이",,전체관람가,SF,김청기,
514,"연애, 그 참을 수 없는 가벼움",2006.9.7,3589335500,0.40%,3611679500,562651,565843,203,15691,(주)굿플레이어,씨제이엔터테인먼트,18세관람가,"멜로/로맨스,드라마",김해곤,"장진영,권지민,김승우,손상준,박영호,최정미,박종원,오윤영,오민아,남성진,김정곤,오정세,김상호"
515,"투 가이즈",2004.7.9,3584851500,2.30%,3584851500,568230,568230,93,8311,(주)에스씨에스엔터테인먼트,쇼이스트(주),15세관람가,코미디,박헌수,"김성훈,차태현,박중훈,정환석,송남규,최정인,박한기,김병국,김경인,유소영,윤기호,김일환,정보름,이수나,김재훈,김창규,김용덕,한은정,이창용,박인환,지대한"
516,"위험한 상견례 2",2015.4.29,3575384754,0.20%,3575384754,472693,472693,429,18409,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",15세이상관람가,"멜로/로맨스,코미디",김진영,"진세연,홍종현,신정근,임수연,정명호,박진수,박태규,조영란,조용재,오재호,유성진,이동민,이상현,이상협,이석현,차종호,이철민,김선영,신대섭,박은혜"
517,불량남녀,2010.11.4,3562190000,0.30%,3562190000,483387,483387,338,24441,"㈜트라이앵글픽쳐스,㈜비오비시네마",(주)쇼박스,15세이상관람가,코미디,신근호,"임창정,엄지원,이영란,허서영,송혜진,정은우,임효우,김선국,박병렬,정슬기,오재진,하은설,조덕현,서태화,주영호,유순철,조재윤,한제인,김명국"
518,령,2004.6.17,3554937000,2.20%,3554937000,558807,558807,74,8781,㈜팝콘필름,(주)쇼박스,12세관람가,공포(호러),"김태경,이인규","김하늘,신이,류진,남상미,이윤지,전혜빈,김근영,최은재,김해숙,기주봉"
519,소녀괴담,2014.7.2,3554806054,0.20%,3554806054,481696,481696,455,19432,"(주)고스트픽처스,(주)주피터필름",(주)리틀빅픽쳐스,15세이상관람가,"미스터리,공포(호러)",오인천,"강하늘,김소은,김정태,한혜린,박두식,이아현,서경배,임미라,임승현,전성혁,전소연,정윤선,권용진,이상헌,이슬아,이승민,이승현,이정철,김상혁,김영미,김욱,김유영,박선호,김재화,이동훈,박충선,주민하,이봄"
520,"또 하나의 약속",2014.2.6,3541402400,0.20%,3541402400,498670,498670,192,14853,"(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스",(주)오에이엘,12세이상관람가,드라마,김태윤,"우혜영,박철민,김규리,윤유선,박희정,유세형,이경영,박윤선,박윤호,강선영,석현,신혜정,정상민,정태수,정홍일,윤태영,최영옥,최혁진,최효원,이새별,이선영,이성준,이소연,한은경,김리승,김민식,김영환,김재현,김태영,김형일,정진영,김영재,김선영,김종언,임종윤"
521,"누구나 비밀은 있다",2004.7.30,3529305500,2.20%,3529305500,542943,542943,88,7627,(주)태원엔터테인먼트,(주)시네마서비스,18세관람가,"코미디,멜로/로맨스",장현수,"김효진,이병헌,추상미,최지우,임현주,황재원,최경민,임혜경,임승범,이재훈,정준하,탁재훈,김해곤,신이"
522,"로봇, 소리",2016.1.27,3519595560,0.20%,3519595560,476665,476665,609,25500,"(주)영화사 좋은날,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,이호재,"이성민,이희준,이하늬,김원해,채수빈,심은경,곽시양,이영진,이무생,남연우,전국환,류준열,박영수,이현석,박정민,박지훈,안광복,유민상,이상우,이승준,노소영,차순배"
523,"아부의 왕",2012.6.21,3511102500,0.30%,3511102500,497880,497880,428,22060,(주)황금주전자,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,정승구,"송새벽,성동일,김성령,고창석,이병준,한채아,이철민,진선규,정승욱,조화영,이성재,신봉곤,안승혁,황석정,김종수,박미현"
524,"스승의 은혜",2006.8.3,3474239000,0.40%,3474239000,550215,550215,156,12244,"(주)오죤필름,(주)화인웍스",쇼이스트(주),18세관람가,공포(호러),임대웅,"서영희,오미희,김응수,이동규,이지현,여현수,유설아,박재희,박효준,강지연,김태호,문가영"
525,조선미녀삼총사,2014.1.29,3471341321,0.20%,3471341321,480361,480361,388,14031,(주)웰메이드필름,(주)쇼박스,12세이상관람가,"코미디,액션,사극",박제현,"하지원,강예원,가인,고창석,주상욱,최성민,박동빈,하용진,강민호,박재홍,박지훈,배범식,서명석,장정주,정명군,정수남,정우현,조영훈,이민수,하형원,한상일,이재윤,이준영,김용수,김태용,김효중,박건우,정호빈,송새벽,장희수,공정환"
526,아파트,2006.7.6,3460497800,0.40%,3460497800,540539,540539,204,17110,(주)토일렛픽쳐스,(주)쇼박스,18세관람가,공포(호러),안병기,"고소영,강성진,장희진,박하선,김동욱"
527,오피스,2015.9.3,3460460230,0.20%,3460460230,441208,441208,425,18575,(주)영화사꽃,(주)리틀빅픽쳐스,15세이상관람가,"스릴러,미스터리",홍원찬,"고아성,박성웅,배성우,김의성,류현경,이채은,오대환,박정민,이정환,최철수,안지혜,이성진,이영수,최병모,기주봉,손수현,신문성"
528,페이스메이커,2012.1.18,3443753000,0.30%,3443753000,467697,467697,412,21875,"(주)드림캡쳐,(주)에이트볼픽쳐스 ,(주)필통픽쳐스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",12세이상관람가,드라마,김달중,"김명민,안성기,고아라,최태준,조희봉,이엘,이동훈,권지민,최재웅,최윤성,유하복,조영진,이봉규,임종윤,정준원"
529,"나를 잊지 말아요",2016.1.7,3409535000,0.20%,3409535000,427197,427197,559,19144,"(주)더블유 팩토리",씨제이이앤엠(주),15세이상관람가,멜로/로맨스,이윤정,"정우성,김하늘,배성우,장영남,조이진,임주은,허진,이준혁,온주완,권해효,김봉근,윤다경,임태호,박지원,이상훈,이승원,이우주,이은이,최준환"
530,캐치미,2013.12.18,3396292000,0.20%,3396292000,494126,494126,517,16864,"(주)소넷엔터테인먼트,화이브라더스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"코미디,멜로/로맨스",이현종,"김아중,주원,박은영,강남현,박태영,박호진,임우철,장원,신비감,조영헌,차승훈,이가경,이대수,최규호,이상훈,이성동,이성민,이정욱,이준규,이지연,이지영,김미나,김미라,김미숙,김소라,김영주,김초롱,김현아,김희정,배성우,유재명,김희원"
531,"무서운 이야기 2",2013.6.5,3393767500,0.20%,3393767500,495535,495535,337,18511,"(주)수필름,데이지엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"미스터리,공포(호러)","김성호,김휘,정범식,민규동","박성웅,우혜진,이세영,성준,이수혁,백진희,김슬기,정인선,고경표,김지원"
532,"흥부: 글로 세상을 바꾼 자",2018.2.14,3381050200,0.20%,3381050200,416303,416303,627,18707,"(주)영화사 궁,(주)발렌타인필름",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,사극,조근현,"김규백,정우,김주혁,정진영,김원해,정상훈,정해인,곽동연,천우희,진구,지웅배,김태준"
533,"백만장자의 첫사랑",2006.2.9,3375971500,0.40%,3375971500,563023,563023,208,15040,(주)에스씨에스엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,12세관람가,"멜로/로맨스,코미디",김태균,"현빈,이연희,이한솔,아용주,김병세,최찬숙,정욱,강동우,김이현,김민현,안수진,백성현,박경민,이상윤,장재혁,이호식,전윤지,김정일,이영태,이종혁,이주열,이중희,예학영,이미도,양금석,이칸희"
534,"협녀, 칼의 기억",2015.8.13,3360045489,0.20%,3360045489,431310,431310,572,16099,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,액션",박흥식,"이병헌,전도연,김고은,이경영,김태우,이준호,배수빈,문성근,박슬기,장윤성,장은태,강풍,박지훈,고지영,손재영,김수안,김학선,성유빈"
535,리얼,2017.6.28,3357912530,0.20%,3357912530,470165,470165,970,25141,(주)코브픽쳐스,씨제이이앤엠(주),청소년관람불가,액션,이사랑,"김수현,성동일,이성민,최진리,조우진,이경영,김홍파,정인겸,최권,한지은,문광무,박서준,장현도,전누리,최안나,이경민,이상훈,이선민,이선민,이성민,이세원,이수연,이정현,이태형,황수진,이형주,임지혜,고규필"
536,신데렐라,2006.8.17,3333808000,0.40%,3333808000,555517,555517,181,14332,(주)미니필름,(주)쇼박스,15세관람가,공포(호러),봉만대,"도지원,신세경,김도연,조은미,나윤주,이기우,최기용,김인경,박민희,정유미,이승원,이충일,유다인,조성하"
537,"반드시 잡는다",2017.11.29,3326439772,0.20%,3326439772,446780,446780,565,24559,"(주)에이디사공육,씨네주 유한회사",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,김홍선,"백윤식,성동일,천호진,배종옥,조달환,김혜인,박형수,손종학,이칸희,박지현,정유민,이정은,조건희,이재윤,천준호,강병희,권인호,선호삼,강말금,신문성,오희준"
538,원라인,2017.3.29,3319505433,0.20%,3319505433,435100,435100,613,20791,"(주)미인픽쳐스,(주)곽픽쳐스",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,양경모,"임시완,진구,박병은,이동휘,김선영,박종환,왕지원,박유환,안세하,조우진,박형수,박건도,박지홍,안지현,유요한,이도현,최창국,이석호,한민철,이영호,홍성호,김말구,김태준,김근영,임지환,김대현"
539,친정엄마,2010.4.22,3311591000,0.30%,3311591000,469685,469685,275,24981,"(주)동아수출공사,아일랜드픽처스(주)",(주)싸이더스,전체관람가,"드라마,가족",유성엽,"김해숙,박진희,정현주,신창수,박준호,최태영,최혜경,권오현,강주연,서원상,최선영,장지연,김태훈,이전환,이미도,조영진"
540,"동갑내기 과외하기 레슨 2",2007.4.19,3309177500,0.40%,3309177500,514669,514669,262,19504,(주)프라임엔터테인먼트,씨제이엔터테인먼트,12세이상관람가,"코미디,멜로/로맨스","지길웅,김호정","이청아,박기웅,신선주,조성호,조달환,박충재,권진모,강준석,고경민,김대호,최동숙,이상헌,김택상,이희중,정유진,정재훈,이영하,이진성,이현옥,신정근,양금석,정대용,최일화,아용주,이주연"
541,무영검,2005.11.18,3306109500,0.40%,3306109500,519721,519721,264,18142,(주)태원엔터테인먼트,씨제이엔터테인먼트,12세관람가,액션,김영준,"신현준,이서진,윤소이,조원희,황인성,전국환,박찬대,남지현,권오태,백지열,강영구,김서현,박수용,박성웅,정호빈,이한솔"
542,"뽀로로 극장판 컴퓨터 왕국 대모험",2015.12.10,3293753700,0.20%,3293753700,445542,445542,544,12893,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,박영균,"이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현,홍범기"
543,"사랑방 선수와 어머니",2007.8.8,3286151000,0.40%,3286151000,509235,509235,267,19700,"(주)태원엔터테인먼트,(주)아이비픽쳐스,(주)올리브나인",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,코미디,임영성,"정준호,김원희,고은아,이승희,김지영,정혜영,신은경,박정우,김나영,고진선,원혜정,김인선,정다운,정수경,박슬아,김주옥,이인화,이정아,이한위,김해곤"
544,"넛잡: 땅콩 도둑들",2014.1.29,3283310800,0.20%,3283310800,478931,478931,382,10807,"(주)레드로버,툰박스 엔터테인먼트",(주)싸이더스,전체관람가,"애니메이션,어드벤처,코미디,가족","피터 레페니오티스","윌 아넷,브렌든 프레이저,리암 니슨,캐서린 헤이글,싸이(박재상)"
545,모비딕,2011.6.9,3264596000,0.20%,3264596000,430936,430936,377,19894,"(주)쇼박스,(주)팔레트픽처스",(주)쇼박스,15세이상관람가,"스릴러,드라마",박인제,"황정민,김민희,김상호,진구,송용호,김은겸,박하영,서정하,유정호,장우진,이성일,오대환,배성우,이희준,김보연,안길강,정만식,조희봉"
546,무뢰한,2015.5.27,3262380431,0.20%,3262380431,414663,414663,482,23661,(주)사나이픽처스,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현"
547,"식객2 : 김치전쟁",2010.1.28,3243969500,0.30%,3243969500,462714,462714,347,22753,㈜이룸영화사,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,드라마,"백동훈,김길형","김정은,진구,왕지혜,한혜숙,허동우,윤현아,박재영,이병준,박정미,황재희,한영수,문정은,이명우,김순태,김정원,오무영,전숙,이학석,이현옥,이혜림,김은숙,최종원,김영옥,박길수,김인우,신유주,리우진,이칸희"
548,"역전의 명수",2005.4.15,3222783000,0.30%,3222783000,510290,510290,178,17754,"(주)태원엔터테인먼트,(주)시네마서비스",(주)시네마서비스,15세관람가,코미디,박흥식,"정준호,윤소이,김응수,김혜나,박정수,최상훈,홍성민,신지용,박종진,윤수정,임대수,박상욱,오수민,임종길,이장현,박효준,윤문식,한기중,임왕태"
