pro_rank,title,open_date,profit,percent,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor
66,"조선명탐정 : 각시투구꽃의 비밀",2011.1.27,35841769500,2.70%,35841769500,4786259,4786259,634,84189,청년필름(주),(주)쇼박스,12세이상관람가,"코미디,액션",김석윤,"김명민,김호연,한지민,오달수,김영훈,백성기,지승현,류현상,김경화,김탁호,김윤섭,김태훈,최무성,남성진,우현,이재용,예수정"
67,도가니,2011.9.22,35566892800,2.70%,35566892800,4662829,4662829,756,88339,"(주)삼거리픽쳐스,(주)판타지오",씨제이이앤엠(주),청소년관람불가,드라마,황동혁,"정유미,공유,허재호,송은정,임현성,최진호,박진우,박혜진,이금용,배정민,김봉화,최보람,박사현,전영미,박선희,최영수,이순남,박승원,오하나,이예나,이차주,김현수,장소연,장광,전국환,엄효섭,남명렬"
68,강철비,2017.12.14,35489666466,2.00%,35489666466,4452755,4452755,1426,80360,"(주)와이웍스엔터테인먼트,(주)모팩앤알프레드",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",양우석,"정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희"
69,아가씨,2016.6.1,35211229991,2.00%,35211229991,4287839,4287839,1171,90365,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",씨제이이앤엠(주),청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재,김시은"
70,신세계,2013.2.21,34881330905,1.90%,34881330905,4682492,4682492,671,90580,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"범죄,액션",박훈정,"이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화,리우진"
71,"내 아내의 모든 것",2012.5.17,34222160500,2.60%,34222160500,4598583,4598583,563,91771,"(주)수필름,영화사 집",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,멜로/로맨스",민규동,"임수정,이선균,류승룡,이달형,이진희,김도균,김선일,최차원,신경철,옥광희,박희본,김지영,정대용,남명렬"
72,추격자,2008.2.14,33986449500,3.70%,33986449500,5045983,5045983,433,106799,(주)영화사비단길,(주)쇼박스,청소년관람불가,"범죄,스릴러,액션",나홍진,"김윤석,하정우,서영희,박효주,김유정,최정우,정인기,최지윤,김은성,최홍석,박지안,박진성,노현정,이민복,최문수,유원선,구태진,전진배,유지연,이철오,이인철,박진우,송요셉,조세영,조덕제"
73,"바람과 함께 사라지다",2012.8.8,33243273161,2.50%,33243273161,4712172,4712172,694,71050,"(주)두타연,(주)에이디사공육",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,사극",김주호,"차태현,오지호,민효린,성동일,신정근,고창석,송종호,이채영,김길동,천보근,김향기,최대호,정종열,임창훈,임혜인,최광덕,최태환,이아람,이예은,이주현,문영동,김강일,오나라,진용욱,오희준"
74,연가시,2012.7.5,32175400664,2.40%,32175400664,4515833,4515833,759,71928,(주)오죤필름,씨제이이앤엠(주),15세이상관람가,"공포(호러),SF",박정우,"김명민,강지원,문정희,김동완,이하늬,강신일,최일화,이행춘,장형원,정경임,최동헌,김상오,최정수,박유정,황경호,이민수,이은채,박종원,박진영,서병덕,송광주,신상열,안용우,이나연,이동하,이주원,송영창,조덕현,최정우,전국환"
75,투사부일체,2006.1.19,31959686000,3.40%,31959686000,5074314,5074314,407,54335,(주)시네마제니스,씨제이엔터테인먼트,15세관람가,코미디,김동원,"정준호,정웅인,김상중,김응수,임성민,박용식,최윤영,박은비,나현주,김동성,고은영,이배훈,박기연,김성근,유인나,이희석,일호,최선영,박민애,정다은,최영미,이송,최영진,최융환,김지헌,이혁수,춘자,이기열,강성필,장준녕,하동훈"
76,꾼,2017.11.22,31313568795,1.70%,31313568795,4018341,4018341,1314,117420,(주)영화사두둥,(주)쇼박스,15세이상관람가,범죄,장창원,"현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,유정호,이용희,이재남,이창호,김동철,황인범,김태강,차순배"
77,남한산성,2017.10.3,31225419792,1.70%,31225419792,3849129,3849129,1229,71102,(주)싸이런픽쳐스,씨제이이앤엠(주),15세이상관람가,"사극,드라마",황동혁,"이병헌,김윤석,박해일,고수,박희순,조우진,박주운,박지원,백동현,서병철,장정국,이정호,이호중,권효민"
78,"조선명탐정 : 사라진 놉의 딸",2015.2.11,30456879428,1.80%,30456879428,3872015,3872015,825,80499,청년필름(주),(주)쇼박스,12세이상관람가,"사극,코미디,어드벤처",김석윤,"김명민,오달수,이연희,강다현,전건익,정명철,박지선,배영민,정혜은,조관우,조명행,최지명,송병철,김나현,이경용,이귀현,이낙준,한대룡,이선도,이성동,이용우,김태환,정원중,남윤나,류광일,류현상,최무성,김원해,우현,황정민"
79,건축학개론,2012.3.22,30220536000,2.30%,30220536000,4110790,4110790,593,106064,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",이용주,"엄태웅,한가인,이제훈,배수지,고준희,조정석,박지은,신민영,신예진,유연석,조현철,박진우,김의성,이승호"
80,댄싱퀸,2012.1.18,30130610500,2.30%,30130610500,4058193,4058193,544,80978,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"코미디,드라마",이석훈,"황정민,엄정화,정성화,오나라,박정민,박사랑,임호걸,정원영,이정건,안은정,라미란,송원석,이대연,이한위,최우리,천보근,권병길"
81,용의자,2013.12.24,30037161000,1.70%,30037161000,4131248,4131248,807,69123,"(주)그린피쉬,(주)쇼박스",(주)쇼박스,15세이상관람가,"액션,스릴러",원신연,"공유,박희순,조성하,유다인,김성균,조재윤,김민재,김의성,송재림,최종률,남보라,기주봉,이채윤,이현명,이현우,박진수,신나라,신창환,차현준,최두리,최태환,이민수,이병훈,이성제,김경호,이언정,이재혁,김기환,김은영,김정훈,김주영,김진아,김태현,류정은,문용군,송재호,박찬영"
82,역린,2014.4.30,29894157890,1.60%,29894157890,3849531,3849531,1054,83292,"굿초이스컷픽쳐스(주),(주)파파스필름",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,사극,이재규,"현빈,정재영,조정석,한지민,조재현,박성웅,김성령,정은채,강민지,박지혜,석현,정성민,조정민,최용식,이상현,한대룡,이수봉,홍남희,김고운,이승주,이승주,이승훈,이언정,이용출,이용출,이정수,김기수,김나현,김도연,김두루,김현진,송영창,김대명,천보근,서이숙,성유빈"
83,"신의 한 수",2014.7.3,28811011456,1.60%,28811011456,3566344,3566344,794,77089,"(주)메이스엔터테인먼트,(주)아지트필름",(주)쇼박스,청소년관람불가,"범죄,액션",조범구,"정우성,안성기,이범수,김인권,이시영,안길강,최진혁,홍성덕,정윤선,강다혜,박지훈,백동현,서병덕,고용석,윤정희,이다혜,최두엽,최시은,최제헌,이명희,권태원,이은지,이정호,이주희,김선웅,김주형,김태진,박갑진,유재상,김홍파,유순철,김명수,안서현,이용녀,최일화,김소진"
84,"강철중: 공공의 적 1-1",2008.6.19,28638460100,3.10%,28638460100,4313101,4313101,707,74154,"(주)시네마서비스글로벌,(주)시네마서비스","씨제이엔터테인먼트,(주)시네마서비스",15세이상관람가,"드라마,액션",강우석,"설경구,정재영,강신일,유해진,탁트인,이상현,김윤성,이재원,조한영,박창용,박태훈,김건호,김재득,임장현,이민호,김태한,정원중,김영옥,김영필,이한솔,리우진"
85,"가문의 위기(가문의 영광2)",2005.9.7,28622355500,3.10%,28622355500,4529876,4529876,351,61009,(주)태원엔터테인먼트,(주)쇼박스,15세관람가,코미디,정용기,"신현준,김수미,김원희,최은주,김효진,박은혜,임형준,한재혁,김인욱,이화란,장지영,김재희,장서윤,이미도,공형진,정준하,탁재훈,정호빈,최욱,김해곤,신이"
86,박수건달,2013.1.9,28379548569,1.60%,28379548569,3897969,3897969,603,60604,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",(주)쇼박스,15세이상관람가,코미디,조진규,"박신양,김정태,엄지원,정혜영,김성균,최일화,최지호,김형범,장원종,이충재,장성진,장진,조용우,김에스라,현태환,박세진,서형찬,이덕화,정윤선,김홍파"
87,"그것만이 내 세상",2018.1.17,27446302382,1.50%,27446302382,3418393,3418393,956,95420,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리"
88,귀향,2016.2.24,27248705990,1.60%,27248705990,3586929,3586929,876,90276,"주식회사 제이오엔터테인먼트코리아",(주)와우픽쳐스,15세이상관람가,드라마,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무지,류신"
89,마녀,2018.6.27,27242041463,1.50%,27242041463,3189092,3189092,1117,90849,"(주)영화사 금월,(주)페퍼민트앤컴퍼니","워너브러더스 코리아(주)",15세이상관람가,"미스터리,액션",박훈정,"김다미,조민수,박희순,최우식,백승철,김하나"
90,"끝까지 간다",2014.5.29,27007303900,1.50%,27007303900,3450305,3450305,645,84873,"(주)에이디사공육,(주)다세포클럽",(주)쇼박스,15세이상관람가,"액션,스릴러,범죄",김성훈,"이선균,조진웅,신정근,정만식,신동미,김동영,박보검,박진성,정하철,윤종현,이승준,이준혁,이지훈,김보경,이영수,김재철,김진환,배유람,김강현,기주봉,장인섭,장준녕,김해곤"
91,"탐정: 리턴즈",2018.6.13,26909477678,1.50%,26909477678,3152874,3152874,1137,107946,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",이언희,"권상우,성동일,이광수,서영희,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준"
92,"7급 공무원",2009.4.22,26380710000,2.70%,26380710000,4039891,4039891,475,90779,"(주)하리마오픽쳐스,(주)영화사수작,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"코미디,액션,드라마,범죄",신태라,"김하늘,강지환,유승목,강규영,김민국,강신일,장남열,심은혜,박지영,나귀화,서정주,천성일,민홍남,이상욱,박병렬,정경민,이수지,임성현,김재훈,김철남,이가현,서민경,이정선,김은주,손호승,김형범,장영남,리우진"
93,말아톤,2005.1.27,26284943000,2.80%,26284943000,4196840,4196840,238,59493,시네라인투(주),(주)쇼박스,전체관람가,드라마,정윤철,"조승우,김미숙,이진영,허자경,석명홍,정철우,이민숙,김장욱,전수지,정미선,정미영,김영아,이창헌,이기영,백성현,안내상"
94,"우리 생애 최고의 순간",2008.1.10,26119699000,2.80%,26119699000,4018833,4018833,418,70717,(주)엠케이픽처스,(주)싸이더스,전체관람가,드라마,임순례,"문소리,김정은,엄태웅,김지영,조은지,이미도,조영진,이봉규,정석용,하정우,정세형,김종언,김효선,김혜진,김미나,박현진,배태종,백배정,강선희,강성규,강재원,서승현,김경화,이상미,임길섭,김미소,이설화,손은선,오아름,이수정,정인화,김정심,최은영,이대진,양동명,조덕제,박원상,류승수,성지루,민지,최욱,남궁은숙"
95,"부러진 화살",2012.1.18,25937216000,1.90%,25937216000,3459857,3459857,530,71590,(주)아우라픽처스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,정지영,"안성기,박원상,나영희,김지호,이승훈,이춘연,이홍표,임태연,장길수,장현남,전윤희,조세래,조완기,조유미,최린,최필선,한현근,허웅,이미화,김지연,이익태,이제희,이지석,배연태,백성기,신종훈,오대환,정원중,조동인,김준배,조덕제,박길수,한기중"
96,"아이 캔 스피크",2017.9.21,25539734986,1.40%,25539734986,3281433,3281433,1140,93053,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이승민,이정현,홍상원,황연희,이재인,우지현"
97,이끼,2010.7.14,25437192500,2.60%,25437192500,3350289,3350289,740,58194,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",씨제이엔터테인먼트,청소년관람불가,"드라마,스릴러",강우석,"정재영,박해일,유준상,유선,허준호,유해진,김상호,김준배,강신일,이철민,박정재,유준상,최근현,윤아름,오순태,김철현,장준녕"
98,쌍화점,2008.12.30,25411823400,2.60%,25411823400,3749034,3749034,532,72498,오퍼스픽쳐스,(주)쇼박스,청소년관람불가,드라마,유하,"조인성,주진모,송지효,심지호,임주환,여욱환,송중기,노민우,조강현,김기방,홍종현,김기석,현우,박종수,김효주,조상민,박지민,백승호,한지원,서영주,유정연,박재연,박상민,정광민,김세정,김세희,김태수,정우진,박선영,최승희,정성일,이승구,김수지,이진아,이주훈,서영주,손종학,조진웅,박성훈"
99,스파이,2013.9.5,24509278305,1.40%,24509278305,3435802,3435802,785,72796,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,액션,이승준,"설경구,문소리,다니엘 헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진,김소진,차순배"
