avgP,minP,maxP,sumP,DICD,Name
2139483000.0000,2139483000,2139483000,2139483000,20173341,"안드로 마르티노비치"
14670355000.0000,14670355000,14670355000,14670355000,10002364,권미정
821271100.0000,821271100,821271100,821271100,20173022,박효섭
2500814949.0000,2500814949,2500814949,2500814949,10061346,전승훈
2500814949.0000,2500814949,2500814949,2500814949,10056952,이윤미
2090877200.0000,2090877200,2090877200,2090877200,10059656,"장 들라누와"
11765293500.0000,11765293500,11765293500,11765293500,10064985,"조 단테"
9072737842.0000,9072737842,9072737842,9072737842,20172440,유승권
7466291200.0000,3106648400,11825934000,14932582400,10054502,윤종찬
23790276987.0000,23790276987,23790276987,23790276987,10080482,"토마스 샌델"
22256769300.0000,22256769300,22256769300,22256769300,10064623,"제프 버로우즈"
993321176.0000,993321176,993321176,993321176,10053227,"윌리엄 와일러"
11220408500.0000,11220408500,11220408500,11220408500,10053081,"윌리엄 디어"
19967462500.0000,19967462500,19967462500,19967462500,10038066,"스와 노부히로"
13448848500.0000,13448848500,13448848500,13448848500,10053590,유두연
3730899000.0000,3730899000,3730899000,3730899000,10021417,"마르그리트 뒤라스"
3730899000.0000,3730899000,3730899000,3730899000,20171940,"크리스 톰슨"
297957300.0000,297957300,297957300,297957300,10083622,"폴 버호벤"
39602995500.0000,39602995500,39602995500,39602995500,10068508,"존 폴슨"
57161496467.0000,56792964517,57530028417,114322992934,10038756,"스테판 아르세니제비치"
7835485400.0000,7835485400,7835485400,7835485400,10033078,"비토리오 데 시카"
37654858000.0000,37654858000,37654858000,37654858000,10020297,"리차드 클레터"
3460497800.0000,3460497800,3460497800,3460497800,20171634,"헤만 마두카"
23130188893.0000,23130188893,23130188893,23130188893,10068777,종소웅
5639910500.0000,5639910500,5639910500,5639910500,10067169,"조지 오길비"
12661623523.0000,753985500,28379548569,37984870569,10067346,조진규
9590663500.0000,9590663500,9590663500,9590663500,10067881,"존 바담"
7443349315.5000,3222101031,11664597600,14886698631,10024735,"마틴 스콜세지"
3630557000.0000,3630557000,3630557000,3630557000,10016841,"로버트 알트만"
3630557000.0000,3630557000,3630557000,3630557000,10077814,"크리스티나 사라스와티"
3930219264.0000,3930219264,3930219264,3930219264,10059012,"잉마르 베리만"
3930219264.0000,3930219264,3930219264,3930219264,10088095,"해리 위너"
3930219264.0000,3930219264,3930219264,3930219264,20171120,"쇼다 유키히로"
625824000.0000,625824000,625824000,625824000,10089529,홍성기
1927358500.0000,1927358500,1927358500,1927358500,20111223,유주현
10697981316.0000,10697981316,10697981316,10697981316,20166555,이창희
5928169433.0000,5928169433,5928169433,5928169433,10001881,"골람 레자 라메자니"
2935796000.0000,2935796000,2935796000,2935796000,10024105,"마크 로스만"
5852391000.0000,5852391000,5852391000,5852391000,10002499,권일수
2935796000.0000,2935796000,2935796000,2935796000,10078519,"클린트 이스트우드"
459566121.0000,459566121,459566121,459566121,10003692,김기
2151393625.0000,362910000,4271750500,8605574500,20031742,박성진
30037161000.0000,30037161000,30037161000,30037161000,10028788,박성호
30037161000.0000,30037161000,30037161000,30037161000,10060028,장견정
713525000.0000,713525000,713525000,713525000,10077748,"크리스토퍼 켈너"
713525000.0000,713525000,713525000,713525000,20170260,"란 시에라즈키"
65759438650.0000,64802996000,66715881300,131518877300,10068299,"존 카펜터"
297957300.0000,297957300,297957300,297957300,10083791,"폴 질러"
1220941000.0000,1220941000,1220941000,1220941000,20169842,"샤시 란잔"
1219746000.0000,1219746000,1219746000,1219746000,10068515,"존 프랑켄하이머"
30037161000.0000,30037161000,30037161000,30037161000,10055150,이동승
13430286333.3333,1006594000,31959686000,40290859000,10000900,강철우
42267898976.0000,42267898976,42267898976,42267898976,10001742,고장위
14277968250.0000,13720377000,14835559500,28555936500,10072701,최정은
4294290050.0000,2834514800,5754065300,8588580100,10053875,유위강
23130188893.0000,23130188893,23130188893,23130188893,20156887,"얀얀 막"
33986449500.0000,33986449500,33986449500,33986449500,20127588,"윌리암 제카"
351561500.0000,351561500,351561500,351561500,20114042,"프라챠 핀카엡"
3926067500.0000,1740340000,8851802500,15704270000,10062130,정익환
4138207515.0000,4138207515,4138207515,4138207515,20128531,"에릭 이스튼버그"
412379000.0000,412379000,412379000,412379000,20111906,손석
3630557000.0000,3630557000,3630557000,3630557000,10075624,"키오니 왁스먼"
1846581582.0000,1846581582,1846581582,1846581582,20128948,김정화
4562192000.0000,1073144500,8051239500,9124384000,20128991,신동창
12333110882.0000,12333110882,12333110882,12333110882,10071589,장영치
3460497800.0000,3460497800,3460497800,3460497800,20121309,"아론 골드핑거"
13720377000.0000,13720377000,13720377000,13720377000,10083085,"페르난도 칼리페"
7233790500.0000,7233790500,7233790500,7233790500,10082985,"페데리코 펠리니"
13844624000.0000,13844624000,13844624000,13844624000,20167280,"니쉬칸트 카마트"
611420000.0000,611420000,611420000,611420000,10072639,최인현
418744000.0000,418744000,418744000,418744000,10007878,"넬슨 신"
867603000.0000,867603000,867603000,867603000,10050584,오영필
1542788950.0000,1542788950,1542788950,1542788950,20166742,윤이나
361431100.0000,361431100,361431100,361431100,20161801,이영웅
1846581582.0000,1846581582,1846581582,1846581582,20166540,박준형
2500814949.0000,2500814949,2500814949,2500814949,20166523,김영진
2500814949.0000,2500814949,2500814949,2500814949,20166522,김혜숙
459220000.0000,459220000,459220000,459220000,10054723,이건동
13049026745.0000,13049026745,13049026745,13049026745,20165728,이민정
6292855500.0000,6292855500,6292855500,6292855500,10057428,이주민
4372362666.6667,2106892000,5802318000,13117088000,10053709,유선동
3226499800.0000,363240500,7422697000,12905999200,10005328,김은숙
637892500.0000,637892500,637892500,637892500,10058148,이형민
877984800.0000,877984800,877984800,877984800,10058138,이형곤
5739824500.0000,5739824500,5739824500,5739824500,10058106,이현승
3926917300.0000,3926917300,3926917300,3926917300,10057981,이하
2942253500.0000,2942253500,2942253500,2942253500,10005640,김정환
1534151500.0000,1534151500,1534151500,1534151500,10055360,이명하
1110827000.0000,1110827000,1110827000,1110827000,10005708,김종철
7819284000.0000,7819284000,7819284000,7819284000,10005705,김종진
10770608900.0000,250534000,26119699000,43082435600,20110735,박상현
2956397623.0000,2956397623,2956397623,2956397623,10005791,김준현
462025000.0000,462025000,462025000,462025000,10066758,조운
14980836533.7500,217973600,43488814535,59923346135,10058191,이혜영
778685500.0000,778685500,778685500,778685500,10004950,김영남
2246522500.0000,2246522500,2246522500,2246522500,10005880,김지환
250534000.0000,250534000,250534000,250534000,10005907,김진민
2069922500.0000,2069922500,2069922500,2069922500,20064125,김진성
386192500.0000,386192500,386192500,386192500,10047074,양종현
6292855500.0000,6292855500,6292855500,6292855500,20111292,오상훈
4562192000.0000,1073144500,8051239500,9124384000,20128990,김승훈
357352000.0000,357352000,357352000,357352000,10050165,오덕환
4639709300.0000,4639709300,4639709300,4639709300,10050150,오달균
975730600.0000,975730600,975730600,975730600,10050085,오기현
773088000.0000,773088000,773088000,773088000,20113681,예윤희
327192000.0000,327192000,327192000,327192000,10005595,김정욱
8509222600.0000,6931136500,10087308700,17018445200,10005593,김정우
2119494000.0000,2119494000,2119494000,2119494000,10049776,여인광
1797632500.0000,1797632500,1797632500,1797632500,10004766,김수정
