,Unnamed: 0,date,day,movieNm,profit,profitPerc,profitAcc,audiCnt,audiAcc,scrnCnt,showCnt,rainfall,temperature
3322,2,2015-08-26,wed,암살,465311100,0.141,91444041726,72158,11796329,577,2159,0.0,21.9
3323,3,2015-08-26,wed,미쓰 와이프,218019800,0.066,5242521155,34232,702058,386,1066,0.0,21.9
3324,4,2015-08-26,wed,미션 임파서블: 로그네이션,163427700,0.049,47436624807,25237,5988061,354,853,0.0,21.9
3325,5,2015-08-26,wed,판타스틱 4,121005300,0.037,2691542600,18660,354682,422,1563,0.0,21.9
3326,6,2015-08-26,wed,미니언즈,46481800,0.014,18174547878,7256,2513462,274,413,0.0,21.9
3327,7,2015-08-26,wed,퇴마: 무녀굴,51589800,0.016,879676100,7247,111449,300,674,0.0,21.9
3328,8,2015-08-26,wed,인사이드 아웃,31257600,0.009,37534363736,4479,4905779,168,227,0.0,21.9
3329,9,2015-08-26,wed,협녀 칼의 기억,22650900,0.007,3317041989,3272,425752,200,282,0.0,21.9
3330,0,2015-08-27,thur,베테랑,1041683100,0.345,76086623921,138587,9734016,839,4271,0.0,24.7
3331,1,2015-08-27,thur,뷰티 인사이드,495318600,0.164,7653450056,64589,989052,499,2018,0.0,24.7
3332,2,2015-08-27,thur,암살,379812500,0.126,91823854226,51936,11848265,483,1914,0.0,24.7
3333,3,2015-08-27,thur,치외법권,365671600,0.121,409900600,49585,55235,405,2060,0.0,24.7
3334,4,2015-08-27,thur,아메리칸 울트라,230546300,0.076,250330300,30139,32461,326,1260,0.0,24.7
3335,5,2015-08-27,thur,미쓰 와이프,156713100,0.052,5399234255,21514,723572,335,1013,0.0,24.7
3336,6,2015-08-27,thur,미션 임파서블: 로그네이션,92105600,0.03,47528730407,12044,6000105,234,544,0.0,24.7
3337,7,2015-08-27,thur,미라클 벨리에,44027000,0.015,150446000,6073,20346,240,568,0.0,24.7
3338,8,2015-08-27,thur,판타스틱 4,34705000,0.011,2726247600,4840,359522,243,513,0.0,24.7
3339,9,2015-08-27,thur,미니언즈,27692600,0.009,18202240478,3987,2517449,203,270,0.0,24.7
3340,0,2015-08-28,fri,베테랑,1541283577,0.392,77627907498,192462,9926478,843,4428,0.3,23.2
3341,1,2015-08-28,fri,뷰티 인사이드,677488889,0.172,8330938945,83784,1072836,533,2119,0.3,23.2
3342,2,2015-08-28,fri,암살,522473600,0.133,92346327826,66397,11914662,491,1969,0.3,23.2
3343,3,2015-08-28,fri,치외법권,363279677,0.092,773180277,46596,101831,431,2059,0.3,23.2
3344,4,2015-08-28,fri,아메리칸 울트라,226942623,0.058,477272923,27532,59993,334,1284,0.3,23.2
3345,5,2015-08-28,fri,미쓰 와이프,201701989,0.051,5600936244,26195,749767,345,1035,0.3,23.2
3346,6,2015-08-28,fri,미션 임파서블: 로그네이션,129182600,0.033,47657913007,15711,6015816,241,551,0.3,23.2
3347,7,2015-08-28,fri,미라클 벨리에,67199111,0.017,217645111,8700,29046,245,567,0.3,23.2
3348,8,2015-08-28,fri,판타스틱 4,46096200,0.012,2772343800,6069,365591,242,514,0.3,23.2
3349,9,2015-08-28,fri,미니언즈,30982200,0.008,18233222678,4356,2521805,205,279,0.3,23.2
3350,0,2015-08-29,sat,베테랑,3689736628,0.436,81317644126,454912,10381390,876,4677,NaN,24.4
3351,1,2015-08-29,sat,뷰티 인사이드,1342438022,0.159,9673376967,166453,1239289,583,2367,NaN,24.4
3352,2,2015-08-29,sat,암살,1147581000,0.136,93493908826,143151,12057813,511,2037,NaN,24.4
3353,3,2015-08-29,sat,치외법권,618201228,0.073,1391381505,78064,179895,446,1935,NaN,24.4
3354,4,2015-08-29,sat,미쓰 와이프,405520322,0.048,6006456566,51879,801646,368,1053,NaN,24.4
3355,5,2015-08-29,sat,아메리칸 울트라,287039272,0.034,764312195,34331,94324,334,1139,NaN,24.4
3356,6,2015-08-29,sat,미션 임파서블: 로그네이션,260344200,0.031,47918257207,31647,6047463,252,550,NaN,24.4
3357,7,2015-08-29,sat,미니언즈,222794700,0.026,18456017378,30261,2552066,336,585,NaN,24.4
3358,8,2015-08-29,sat,미라클 벨리에,113859878,0.013,331504989,14478,43524,238,491,NaN,24.4
3359,9,2015-08-29,sat,인사이드 아웃,109986500,0.013,37688712536,14347,4926097,192,274,NaN,24.4
3360,0,2015-08-30,sun,베테랑,3469678000,0.44,84787322126,432706,10814096,873,4571,0.0,24.9
3361,1,2015-08-30,sun,뷰티 인사이드,1227433000,0.156,10900809967,151560,1390849,580,2321,0.0,24.9
3362,2,2015-08-30,sun,암살,1072015500,0.136,94565924326,135266,12193079,506,1996,0.0,24.9
3363,3,2015-08-30,sun,치외법권,588202900,0.075,1979584405,73781,253676,444,1865,0.0,24.9
3364,4,2015-08-30,sun,미쓰 와이프,371504100,0.047,6377960666,47398,849044,365,1042,0.0,24.9
3365,5,2015-08-30,sun,미니언즈,228076300,0.029,18684093678,30871,2582937,336,578,0.0,24.9
3366,6,2015-08-30,sun,아메리칸 울트라,246370900,0.031,1010683095,29217,123541,341,1107,0.0,24.9
3367,7,2015-08-30,sun,미션 임파서블: 로그네이션,232413200,0.029,48150670407,28486,6075949,248,531,0.0,24.9
3368,8,2015-08-30,sun,인사이드 아웃,120716600,0.015,37809429136,15637,4941734,193,278,0.0,24.9
3369,9,2015-08-30,sun,판타스틱 4,98728000,0.013,2973845000,13035,392325,231,452,0.0,24.9
3370,0,2015-08-31,mon,베테랑,1072549100,0.42,85859871226,144260,10958356,828,4262,NaN,25.9
3371,1,2015-08-31,mon,뷰티 인사이드,457418500,0.179,11358228467,59994,1450843,536,2216,NaN,25.9
3372,2,2015-08-31,mon,암살,348465100,0.136,94914389426,47798,12240877,488,1911,NaN,25.9
3373,3,2015-08-31,mon,치외법권,195266700,0.076,2174851105,26420,280096,395,1825,NaN,25.9
3374,4,2015-08-31,mon,미쓰 와이프,138121300,0.054,6516081966,18834,867878,350,1093,NaN,25.9
3375,5,2015-08-31,mon,아메리칸 울트라,104974200,0.041,1115657295,13839,137380,321,1163,NaN,25.9
3376,6,2015-08-31,mon,미션 임파서블: 로그네이션,78386000,0.031,48229056407,10337,6086286,232,536,NaN,25.9
3377,7,2015-08-31,mon,미라클 벨리에,52479500,0.021,486233489,7203,63674,229,537,NaN,25.9
3378,8,2015-08-31,mon,미니언즈,19277500,0.008,18703371178,2756,2585693,177,232,NaN,25.9
3379,9,2015-08-31,mon,판타스틱 4,18487800,0.007,2992332800,2500,394825,204,407,NaN,25.9
3380,0,2015-09-01,tue,베테랑,907287100,0.416,86767158326,122026,11080382,834,4223,NaN,25.9
3381,1,2015-09-01,tue,뷰티 인사이드,375679600,0.172,11733908067,48820,1499663,548,2201,NaN,25.9
3382,2,2015-09-01,tue,암살,290382400,0.133,95204771826,39781,12280658,488,1886,NaN,25.9
3383,3,2015-09-01,tue,치외법권,168024800,0.077,2342875905,22846,302942,409,1772,NaN,25.9
3384,4,2015-09-01,tue,미쓰 와이프,129153500,0.059,6645235466,17623,885501,349,1081,NaN,25.9
3385,5,2015-09-01,tue,아메리칸 울트라,79458500,0.036,1195115795,10431,147811,326,1111,NaN,25.9
3386,6,2015-09-01,tue,미션 임파서블: 로그네이션,63469700,0.029,48292526107,8392,6094678,232,534,NaN,25.9
3387,7,2015-09-01,tue,미라클 벨리에,44790200,0.021,531023689,6196,69870,232,538,NaN,25.9
3388,8,2015-09-01,tue,함정,10555000,0.005,12747000,2111,2385,6,6,NaN,25.9
3389,9,2015-09-01,tue,판타스틱 4,14152700,0.006,3006485500,1893,396718,198,365,NaN,25.9
3390,0,2015-09-02,wed,베테랑,840111200,0.386,87607269526,112792,11193174,833,4203,0.5,23.9
3391,1,2015-09-02,wed,뷰티 인사이드,442036000,0.203,12175944067,57927,1557590,547,2230,0.5,23.9
3392,2,2015-09-02,wed,암살,274909800,0.126,95479681626,37478,12318136,495,1905,0.5,23.9
3393,3,2015-09-02,wed,치외법권,152505800,0.07,2495381705,20687,323629,414,1732,0.5,23.9
3394,4,2015-09-02,wed,미쓰 와이프,131140600,0.06,6776376066,18118,903619,353,1070,0.5,23.9
3395,5,2015-09-02,wed,아메리칸 울트라,72025500,0.033,1267141295,9382,157193,318,1078,0.5,23.9
3396,6,2015-09-02,wed,미션 임파서블: 로그네이션,62965900,0.029,48355492007,8403,6103081,235,536,0.5,23.9
3397,7,2015-09-02,wed,미라클 벨리에,51955300,0.024,582978989,7084,76954,231,532,0.5,23.9
3398,8,2015-09-02,wed,메이즈 러너: 스코치 트라이얼,31089000,0.014,31089000,3810,3810,13,14,0.5,23.9
3399,9,2015-09-02,wed,함정,21758000,0.01,34505000,3390,5775,13,13,0.5,23.9
3400,0,2015-09-03,thur,앤트맨,1435679500,0.437,1461871500,174587,176365,858,4584,18.0,23.9
3401,1,2015-09-03,thur,베테랑,650953100,0.198,88258222626,87190,11280364,611,2748,18.0,23.9
3402,2,2015-09-03,thur,오피스,353043000,0.107,461955000,46567,59628,382,1842,18.0,23.9
3403,3,2015-09-03,thur,뷰티 인사이드,240455900,0.073,12416399967,31281,1588871,375,1233,18.0,23.9
3404,4,2015-09-03,thur,암살,171342200,0.052,95651023826,23512,12341648,389,989,18.0,23.9
3405,5,2015-09-03,thur,갤로우즈,80767200,0.025,92186200,10524,12000,262,609,18.0,23.9
3406,6,2015-09-03,thur,히트맨: 에이전트 47,56749600,0.017,67761600,7599,8909,262,763,18.0,23.9
3407,7,2015-09-03,thur,미쓰 와이프,40427400,0.012,6816803466,5783,909402,206,407,18.0,23.9
3408,8,2015-09-03,thur,러브 라이브! 더 스쿨 아이돌 무비,41219500,0.013,117709500,5474,13123,61,134,18.0,23.9
3409,9,2015-09-03,thur,치외법권,23393300,0.007,2518775005,3274,326903,195,335,18.0,23.9
3410,0,2015-09-04,fri,앤트맨,1899864900,0.441,3361736400,220000,396365,886,4789,NaN,24.8
3411,1,2015-09-04,fri,베테랑,935572433,0.217,89193795059,116808,11397172,621,2864,NaN,24.8
3412,2,2015-09-04,fri,오피스,393379193,0.091,855334193,49454,109082,409,1882,NaN,24.8
3413,3,2015-09-04,fri,뷰티 인사이드,357705674,0.083,12774105641,43649,1632520,399,1315,NaN,24.8
3414,4,2015-09-04,fri,암살,249419826,0.058,95900443652,31880,12373528,402,1023,NaN,24.8
3415,5,2015-09-04,fri,갤로우즈,131173033,0.03,223359233,16641,28641,277,645,NaN,24.8
3416,6,2015-09-04,fri,히트맨: 에이전트 47,77840900,0.018,145602500,9749,18658,270,744,NaN,24.8
3417,7,2015-09-04,fri,미쓰 와이프,51478200,0.012,6868281666,6763,916165,210,421,NaN,24.8
3418,8,2015-09-04,fri,피케이: 별에서 온 얼간이,33574200,0.008,80999800,4248,10418,184,345,NaN,24.8
3419,9,2015-09-04,fri,러브 라이브! 더 스쿨 아이돌 무비,28523000,0.007,146232500,3577,16700,62,137,NaN,24.8
3420,0,2015-09-05,sat,앤트맨,4150957500,0.464,7512693900,488772,885137,949,5385,5.0,21.9
3421,1,2015-09-05,sat,베테랑,2099799473,0.235,91293594532,257263,11654435,669,3200,5.0,21.9
3422,2,2015-09-05,sat,오피스,680604856,0.076,1535939049,84900,193982,415,1854,5.0,21.9
3423,3,2015-09-05,sat,뷰티 인사이드,684374971,0.076,13458480612,83579,1716099,419,1349,5.0,21.9
3424,4,2015-09-05,sat,암살,492776229,0.055,96393219881,61339,12434867,399,1031,5.0,21.9
3425,5,2015-09-05,sat,갤로우즈,170985873,0.019,394345106,22161,50802,299,581,5.0,21.9
3426,6,2015-09-05,sat,미쓰 와이프,110376100,0.012,6978657766,14146,930311,216,404,5.0,21.9
3427,7,2015-09-05,sat,히트맨: 에이전트 47,106805100,0.012,252407600,13277,31935,272,553,5.0,21.9
3428,8,2015-09-05,sat,미니언즈,75038200,0.008,18809726578,10071,2600163,153,223,5.0,21.9
3429,9,2015-09-05,sat,러브 라이브! 더 스쿨 아이돌 무비,60878500,0.007,207111000,8283,24983,66,156,5.0,21.9
3430,0,2015-09-06,sun,앤트맨,3622125300,0.459,11134819200,429365,1314502,934,5225,NaN,22.2
3431,1,2015-09-06,sun,베테랑,1840691800,0.233,93134286332,227365,11881800,669,3131,NaN,22.2
3432,2,2015-09-06,sun,뷰티 인사이드,613334000,0.078,14071814612,74995,1791094,431,1349,NaN,22.2
3433,3,2015-09-06,sun,오피스,588195700,0.074,2124134749,73136,267118,425,1792,NaN,22.2
3434,4,2015-09-06,sun,암살,473289500,0.06,96866509381,59620,12494487,394,1006,NaN,22.2
3435,5,2015-09-06,sun,갤로우즈,118452800,0.015,512797906,15231,66033,291,562,NaN,22.2
3436,6,2015-09-06,sun,미쓰 와이프,105059300,0.013,7083717066,13278,943589,213,403,NaN,22.2
3437,7,2015-09-06,sun,히트맨: 에이전트 47,104324000,0.013,356731600,12982,44917,271,537,NaN,22.2
3438,8,2015-09-06,sun,미니언즈,88418700,0.011,18898145278,11877,2612040,157,233,NaN,22.2
3439,9,2015-09-06,sun,피케이: 별에서 온 얼간이,59867800,0.008,198660000,7527,25149,170,275,NaN,22.2
3440,0,2015-09-07,mon,앤트맨,850777700,0.406,11985596900,105044,1419546,894,4730,NaN,22.6
3441,1,2015-09-07,mon,베테랑,499532200,0.238,93633818532,67059,11948859,612,2833,NaN,22.6
3442,2,2015-09-07,mon,오피스,184211000,0.088,2308345749,24309,291427,386,1737,NaN,22.6
3443,3,2015-09-07,mon,뷰티 인사이드,174296100,0.083,14246110712,22595,1813689,395,1295,NaN,22.6
3444,4,2015-09-07,mon,암살,140478800,0.067,97006988181,19459,12513946,391,1001,NaN,22.6
3445,5,2015-09-07,mon,히트맨: 에이전트 47,45713400,0.022,402445000,6097,51014,265,595,NaN,22.6
3446,6,2015-09-07,mon,갤로우즈,39042900,0.019,551840806,5120,71153,253,530,NaN,22.6
3447,7,2015-09-07,mon,미쓰 와이프,30889400,0.015,7114606466,4296,947885,220,429,NaN,22.6
3448,8,2015-09-07,mon,피케이: 별에서 온 얼간이,22136100,0.011,220796100,3009,28158,175,304,NaN,22.6
3449,9,2015-09-07,mon,치외법권,13762800,0.007,2631723505,1904,341667,159,269,NaN,22.6
3450,0,2015-09-08,tue,앤트맨,729762500,0.391,12715359400,90626,1510172,892,4662,NaN,22.7
3451,1,2015-09-08,tue,베테랑,435645800,0.233,94069464332,58658,12007517,617,2820,NaN,22.7
3452,2,2015-09-08,tue,오피스,165205000,0.088,2473550749,21851,313278,385,1723,NaN,22.7
3453,3,2015-09-08,tue,뷰티 인사이드,152039100,0.081,14398149812,19887,1833576,399,1299,NaN,22.7
3454,4,2015-09-08,tue,암살,122048800,0.065,97129036981,16936,12530882,394,1001,NaN,22.7
3455,5,2015-09-08,tue,히트맨: 에이전트 47,37930800,0.02,440375800,5022,56036,264,577,NaN,22.7
3456,6,2015-09-08,tue,미쓰 와이프,29971100,0.016,7144577566,4337,952222,223,434,NaN,22.7
3457,7,2015-09-08,tue,갤로우즈,30261200,0.016,582102006,3963,75116,251,491,NaN,22.7
3458,8,2015-09-08,tue,사도,29967000,0.016,41617000,3845,5676,15,16,NaN,22.7
3459,9,2015-09-08,tue,피케이: 별에서 온 얼간이,19863700,0.011,240659800,2685,30843,172,299,NaN,22.7
3460,0,2015-09-09,wed,앤트맨,745474100,0.391,13460833500,93511,1603683,879,4610,NaN,22.4
3461,1,2015-09-09,wed,베테랑,415730600,0.218,94485194932,57463,12064980,622,2806,NaN,22.4
3462,2,2015-09-09,wed,오피스,174083000,0.091,2647633749,23911,337189,380,1684,NaN,22.4
3463,3,2015-09-09,wed,뷰티 인사이드,161916300,0.085,14560066112,21810,1855386,399,1311,NaN,22.4
3464,4,2015-09-09,wed,암살,116111200,0.061,97245148181,16605,12547487,392,1014,NaN,22.4
3465,5,2015-09-09,wed,히트맨: 에이전트 47,45380500,0.024,485756300,6005,62041,261,570,NaN,22.4
3466,6,2015-09-09,wed,미쓰 와이프,32562500,0.017,7177140066,4750,956972,223,438,NaN,22.4
3467,7,2015-09-09,wed,갤로우즈,30825700,0.016,612927706,4178,79294,248,492,NaN,22.4
3468,8,2015-09-09,wed,피케이: 별에서 온 얼간이,21657200,0.011,262317000,3017,33860,168,294,NaN,22.4
3469,9,2015-09-09,wed,사도,23505000,0.012,65122000,2640,8316,11,11,NaN,22.4
3470,0,2015-09-10,thur,앤트맨,617768700,0.322,14078602200,77186,1680869,818,4341,NaN,22.4
3471,1,2015-09-10,thur,베테랑,392834400,0.205,94878029332,52595,12117575,615,2810,NaN,22.4
3472,2,2015-09-10,thur,함정,250255800,0.131,308849800,32277,41455,359,1200,NaN,22.4
3473,3,2015-09-10,thur,뷰티 인사이드,125192500,0.065,14685258612,16323,1871709,340,1045,NaN,22.4
3474,4,2015-09-10,thur,셀프/리스,113650500,0.059,118092500,15141,15661,332,1133,NaN,22.4
3475,5,2015-09-10,thur,암살,91664300,0.048,97336812481,12693,12560180,347,828,NaN,22.4
3476,6,2015-09-10,thur,오피스,81321500,0.042,2728955249,10794,347983,328,959,NaN,22.4
3477,7,2015-09-10,thur,스트레이트 아웃 오브 컴턴,34613700,0.018,39901700,4393,4979,184,361,NaN,22.4
3478,8,2015-09-10,thur,사랑이 이긴다,20654000,0.011,45637000,2733,5989,48,77,NaN,22.4
3479,9,2015-09-10,thur,미쓰 와이프,17862700,0.009,7195002766,2695,959667,126,237,NaN,22.4
3480,0,2015-09-11,fri,앤트맨,1069757681,0.378,15148359881,128182,1809051,851,4575,2.5,21.0
3481,1,2015-09-11,fri,베테랑,579609300,0.205,95457638632,72154,12189729,633,2928,2.5,21.0
3482,2,2015-09-11,fri,함정,322912800,0.114,631762600,39065,80520,393,1300,2.5,21.0
3483,3,2015-09-11,fri,뷰티 인사이드,195970498,0.069,14881229110,23908,1895617,347,1090,2.5,21.0
3484,4,2015-09-11,fri,셀프/리스,145831817,0.052,263924317,18494,34155,340,1141,2.5,21.0
3485,5,2015-09-11,fri,오피스,136722502,0.048,2865677751,17423,365406,333,1008,2.5,21.0
3486,6,2015-09-11,fri,암살,125367500,0.044,97462179981,16259,12576439,368,858,2.5,21.0
3487,7,2015-09-11,fri,스트레이트 아웃 오브 컴턴,47675100,0.017,87576800,5559,10538,184,359,2.5,21.0
3488,8,2015-09-11,fri,미쓰 와이프,20466100,0.007,7215468866,2766,962433,121,232,2.5,21.0
3489,9,2015-09-11,fri,러브 라이브! 더 스쿨 아이돌 무비,14466000,0.005,308879000,1879,38728,46,91,2.5,21.0
3490,0,2015-09-12,sat,앤트맨,2578587774,0.419,17726947655,307993,2117044,869,4978,NaN,19.2
3491,1,2015-09-12,sat,베테랑,1366657200,0.222,96824295832,167184,12356913,674,3213,NaN,19.2
3492,2,2015-09-12,sat,함정,550217800,0.089,1181980400,65545,146065,445,1456,NaN,19.2
3493,3,2015-09-12,sat,뷰티 인사이드,419965121,0.068,15301194231,51093,1946710,361,1140,NaN,19.2
3494,4,2015-09-12,sat,암살,277100500,0.045,97739280481,34297,12610736,379,896,NaN,19.2
3495,5,2015-09-12,sat,오피스,248316879,0.04,3113994630,31448,396854,328,956,NaN,19.2
3496,6,2015-09-12,sat,셀프/리스,241878447,0.039,505802764,29922,64077,340,1024,NaN,19.2
3497,7,2015-09-12,sat,스트레이트 아웃 오브 컴턴,72846500,0.012,160423300,8410,18948,185,321,NaN,19.2
3498,8,2015-09-12,sat,러브 라이브! 더 스쿨 아이돌 무비,48043500,0.008,356922500,6460,45188,57,108,NaN,19.2
3499,9,2015-09-12,sat,미쓰 와이프,46034200,0.007,7261503066,5912,968345,112,222,NaN,19.2
3500,0,2015-09-13,sun,앤트맨,2153358200,0.412,19880305855,259083,2376127,862,4815,NaN,20.2
3501,1,2015-09-13,sun,베테랑,1145612400,0.219,97969908232,140466,12497379,658,3111,NaN,20.2
3502,2,2015-09-13,sun,함정,462565300,0.089,1644545700,54697,200762,435,1445,NaN,20.2
3503,3,2015-09-13,sun,뷰티 인사이드,369230800,0.071,15670425031,44659,1991369,363,1132,NaN,20.2
3504,4,2015-09-13,sun,암살,246557900,0.047,97985838381,30547,12641283,370,868,NaN,20.2
3505,5,2015-09-13,sun,오피스,216120000,0.041,3330114630,27071,423925,334,921,NaN,20.2
3506,6,2015-09-13,sun,셀프/리스,209749600,0.04,715552364,25971,90048,338,998,NaN,20.2
3507,7,2015-09-13,sun,스트레이트 아웃 오브 컴턴,63725100,0.012,224148400,7307,26255,179,315,NaN,20.2
3508,8,2015-09-13,sun,미쓰 와이프,41940600,0.008,7303443666,5477,973822,113,222,NaN,20.2
3509,9,2015-09-13,sun,러브 라이브! 더 스쿨 아이돌 무비,38581000,0.007,395503500,5202,50390,56,104,NaN,20.2
3510,0,2015-09-14,mon,앤트맨,444827500,0.309,20325133355,56227,2432354,793,4227,NaN,22.1
3511,1,2015-09-14,mon,베테랑,338333700,0.235,98308241932,45068,12542447,622,2823,NaN,22.1
3512,2,2015-09-14,mon,함정,149993200,0.104,1794538900,19458,220220,400,1394,NaN,22.1
3513,3,2015-09-14,mon,뷰티 인사이드,104762200,0.073,15775187231,13707,2005076,348,1065,NaN,22.1
3514,4,2015-09-14,mon,암살,77884300,0.054,98063722681,10771,12652054,358,837,NaN,22.1
3515,5,2015-09-14,mon,셀프/리스,71919900,0.05,787472264,9652,99700,331,1016,NaN,22.1
3516,6,2015-09-14,mon,오피스,57432000,0.04,3387546630,7556,431481,337,869,NaN,22.1
3517,7,2015-09-14,mon,스트레이트 아웃 오브 컴턴,29916300,0.021,254064700,3814,30069,178,326,NaN,22.1
3518,8,2015-09-14,mon,미쓰 와이프,18150300,0.013,7321593966,2892,976714,128,231,NaN,22.1
3519,9,2015-09-14,mon,사도,20571000,0.014,111957000,2808,14299,13,13,NaN,22.1
3520,0,2015-09-15,tue,앤트맨,406778100,0.307,20731911455,51694,2484048,800,4110,NaN,22.8
3521,1,2015-09-15,tue,베테랑,311391200,0.235,98619633132,41749,12584196,627,2808,NaN,22.8
3522,2,2015-09-15,tue,함정,124162800,0.094,1918701700,16139,236359,390,1360,NaN,22.8
3523,3,2015-09-15,tue,뷰티 인사이드,104506300,0.079,15879693531,14036,2019112,357,1074,NaN,22.8
3524,4,2015-09-15,tue,암살,75704200,0.057,98139426881,10494,12662548,362,841,NaN,22.8
3525,5,2015-09-15,tue,셀프/리스,62067000,0.047,849539264,8277,107977,327,999,NaN,22.8
3526,6,2015-09-15,tue,오피스,48279100,0.036,3435825730,6403,437884,333,816,NaN,22.8
3527,7,2015-09-15,tue,스트레이트 아웃 오브 컴턴,27046500,0.02,281111200,3425,33494,181,318,NaN,22.8
3528,8,2015-09-15,tue,미쓰 와이프,13447600,0.01,7335041566,1920,978634,129,223,NaN,22.8
3529,9,2015-09-15,tue,미라클 벨리에,8946700,0.007,836871789,1221,109690,49,83,NaN,22.8
3530,0,2015-09-16,wed,사도,1876614700,0.569,1989663700,250237,264692,1123,6108,NaN,21.6
3531,1,2015-09-16,wed,메이즈 러너: 스코치 트라이얼,852420600,0.259,930275600,111026,119859,680,3372,NaN,21.6
3532,2,2015-09-16,wed,베테랑,183204000,0.056,98802837132,24714,12608910,399,1322,NaN,21.6
3533,3,2015-09-16,wed,앤트맨,165218800,0.05,20897130255,21960,2506008,399,1541,NaN,21.6
3534,4,2015-09-16,wed,함정,31459800,0.01,1950161500,4052,240411,283,515,NaN,21.6
3535,5,2015-09-16,wed,뷰티 인사이드,24283600,0.007,15903977131,3162,2022274,143,245,NaN,21.6
3536,6,2015-09-16,wed,암살,20525600,0.006,98159952481,2918,12665466,138,204,NaN,21.6
3537,7,2015-09-16,wed,탐정 : 더 비기닝,14528000,0.004,67858000,1816,8352,9,9,NaN,21.6
3538,8,2015-09-16,wed,대니 콜린스,10918000,0.003,14272000,1443,1942,7,7,NaN,21.6
3539,9,2015-09-16,wed,스트레이트 아웃 오브 컴턴,10778900,0.003,291890100,1355,34849,96,123,NaN,21.6
3540,0,2015-09-17,thur,사도,1674687200,0.539,3664350900,223381,488073,1190,6447,NaN,21.4
3541,1,2015-09-17,thur,메이즈 러너: 스코치 트라이얼,911180900,0.293,1841456500,118008,237867,722,3520,NaN,21.4
3542,2,2015-09-17,thur,베테랑,191005100,0.062,98993842232,25570,12634480,395,1270,NaN,21.4
3543,3,2015-09-17,thur,앤트맨,156900500,0.051,21054030755,20634,2526642,389,1448,NaN,21.4
3544,4,2015-09-17,thur,뷰티 인사이드,24624400,0.008,15928601531,3430,2025704,148,227,NaN,21.4
3545,5,2015-09-17,thur,암살,21988600,0.007,98181941081,3084,12668550,126,178,NaN,21.4
3546,6,2015-09-17,thur,러브 라이브! 더 스쿨 아이돌 무비,19419500,0.006,428396500,2740,54950,21,33,NaN,21.4
3547,7,2015-09-17,thur,함정,19065500,0.006,1969227000,2482,242893,200,356,NaN,21.4
3548,8,2015-09-17,thur,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,11647500,0.004,29245500,1861,4118,194,231,NaN,21.4
3549,9,2015-09-17,thur,탐정 : 더 비기닝,8192000,0.003,76050000,1024,9376,3,3,NaN,21.4
3550,0,2015-09-18,fri,사도,2262167824,0.51,5926518724,281969,770042,1203,6661,NaN,21.9
3551,1,2015-09-18,fri,메이즈 러너: 스코치 트라이얼,1410191139,0.318,3251647639,175379,413246,758,3705,NaN,21.9
3552,2,2015-09-18,fri,앤트맨,258964685,0.058,21312995440,32120,2558762,397,1491,NaN,21.9
3553,3,2015-09-18,fri,베테랑,254546115,0.057,99248388347,31713,12666193,405,1304,NaN,21.9
3554,4,2015-09-18,fri,탐정 : 더 비기닝,87645000,0.02,163695000,10075,19451,49,49,NaN,21.9
3555,5,2015-09-18,fri,뷰티 인사이드,29153500,0.007,15957755031,3468,2029172,128,198,NaN,21.9
3556,6,2015-09-18,fri,함정,23003000,0.005,1992230000,2837,245730,193,343,NaN,21.9
3557,7,2015-09-18,fri,암살,19950000,0.004,98201891081,2540,12671090,125,170,NaN,21.9
3558,8,2015-09-18,fri,러브 라이브! 더 스쿨 아이돌 무비,18094500,0.004,446491000,2330,57280,23,34,NaN,21.9
3559,9,2015-09-18,fri,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,12001600,0.003,41247100,1782,5900,193,235,NaN,21.9
3560,0,2015-09-19,sat,사도,4415344655,0.502,10341863379,543047,1313089,1210,6948,NaN,22.3
3561,1,2015-09-19,sat,메이즈 러너: 스코치 트라이얼,2859976458,0.325,6111624097,358310,771556,790,3971,NaN,22.3
3562,2,2015-09-19,sat,앤트맨,584173097,0.066,21897168537,73188,2631950,398,1427,NaN,22.3
3563,3,2015-09-19,sat,베테랑,508578103,0.058,99756966450,61871,12728064,423,1275,NaN,22.3
3564,4,2015-09-19,sat,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,148521300,0.017,189768400,20643,26543,351,620,NaN,22.3
3565,5,2015-09-19,sat,러브 라이브! 더 스쿨 아이돌 무비,43538000,0.005,490029000,5855,63135,35,49,NaN,22.3
3566,6,2015-09-19,sat,뷰티 인사이드,45292200,0.005,16003047231,5498,2034670,122,172,NaN,22.3
3567,7,2015-09-19,sat,암살,34518900,0.004,98236409981,4307,12675397,106,144,NaN,22.3
3568,8,2015-09-19,sat,함정,28873200,0.003,2021103200,3452,249182,176,272,NaN,22.3
3569,9,2015-09-19,sat,스트레이트 아웃 오브 컴턴,18190000,0.002,327235400,2001,38880,28,51,NaN,22.3
3570,0,2015-09-20,sun,사도,4024137100,0.508,14366000479,497421,1810510,1205,6718,NaN,22.1
3571,1,2015-09-20,sun,메이즈 러너: 스코치 트라이얼,2457595400,0.31,8569219497,306716,1078272,804,3916,NaN,22.1
3572,2,2015-09-20,sun,앤트맨,524690100,0.066,22421858637,66136,2698086,397,1387,NaN,22.1
