,날짜,요일,영화명,매출액,매출액점유율,매출액증감,누적매출액,관객수,관객수증감,누적관객수,스크린수,상영횟수
6,2018년 07월 14일,sat,미드나잇 선,"68,386,500",0.8%,"35,152,600
(105.8%)","2,127,485,400","8,762","5,071
(137.4%)","251,595",136,226
7,2018년 07월 14일,sat,빅샤크: 매직체인지,"61,851,800",0.7%,"47,084,900
(318.9%)","858,955,700","7,741","5,114
(194.7%)","116,191",139,197
8,2018년 07월 14일,sat,킬링 디어,"50,994,100",0.6%,"15,914,200
(45.4%)","157,890,700","5,264","1,656
(45.9%)","16,789",62,146
9,2018년 07월 14일,sat,오늘 밤 로맨스 극장에서,"43,066,700",0.5%,"14,396,700
(50.2%)","172,934,600","4,857","1,622
(50.1%)","20,113",144,422
0,2018년 07월 15일,sun,앤트맨과 와스프,"3,539,390,600",46.4%,"-638,605,284
(-15.3%)","38,505,655,357","399,123","-69,295
(-14.8%)","4,384,387","1,355","7,527"
1,2018년 07월 15일,sun,스카이스크래퍼,"1,623,920,600",21.3%,"-106,278,216
(-6.1%)","5,381,251,124","181,248","-11,780
(-6.1%)","615,937",791,"3,872"
2,2018년 07월 15일,sun,마녀,"1,314,404,000",17.2%,"-110,331,635
(-7.7%)","21,248,235,445","147,295","-13,312
(-8.3%)","2,476,878",756,"2,945"
3,2018년 07월 15일,sun,속닥속닥,"388,308,900",5.1%,"-151,774,100
(-28.1%)","1,454,403,500","43,373","-17,996
(-29.3%)","164,139",298,"1,284"
4,2018년 07월 15일,sun,변산,"200,669,400",2.6%,"-18,829,481
(-8.6%)","3,633,403,773","23,343","-2,365
(-9.2%)","438,491",446,844
5,2018년 07월 15일,sun,탐정: 리턴즈,"97,229,700",1.3%,"1,310,000
(1.4%)","26,765,507,278","11,424","59
(0.5%)","3,132,990",192,337
6,2018년 07월 15일,sun,미드나잇 선,"72,192,200",0.9%,"3,805,700
(5.6%)","2,199,677,600","9,246","484
(5.5%)","260,841",143,236
7,2018년 07월 15일,sun,빅샤크: 매직체인지,"70,977,300",0.9%,"9,125,500
(14.8%)","929,933,000","8,717","976
(12.6%)","124,908",148,217
8,2018년 07월 15일,sun,꼬마 보트 토토: 타요 타요 배 타요,"37,646,700",0.5%,"3,615,000
(10.6%)","92,512,300","4,751","370
(8.4%)","12,245",271,371
9,2018년 07월 15일,sun,킬링 디어,"42,733,900",0.6%,"-8,260,200
(-16.2%)","200,624,600","4,387","-877
(-16.7%)","21,176",59,143
0,2018년 07월 16일,mon,앤트맨과 와스프,"813,894,600",37.9%,"-2,725,496,000
(-77.0%)","39,319,549,957","99,047","-300,076
(-75.2%)","4,483,434","1,250","6,769"
1,2018년 07월 16일,mon,스카이스크래퍼,"455,476,100",21.2%,"-1,168,444,500
(-72.0%)","5,836,727,224","56,277","-124,971
(-69.0%)","672,214",771,"3,826"
2,2018년 07월 16일,mon,마녀,"442,050,200",20.6%,"-872,353,800
(-66.4%)","21,690,285,645","54,579","-92,716
(-62.9%)","2,531,457",724,"2,918"
3,2018년 07월 16일,mon,속닥속닥,"103,855,200",4.8%,"-284,453,700
(-73.3%)","1,558,258,700","12,123","-31,250
(-72.0%)","176,262",251,"1,060"
4,2018년 07월 16일,mon,변산,"82,595,400",3.8%,"-118,074,000
(-58.8%)","3,715,999,173","11,089","-12,254
(-52.5%)","449,580",460,957
5,2018년 07월 16일,mon,미드나잇 선,"33,687,800",1.6%,"-38,504,400
(-53.3%)","2,233,365,400","4,474","-4,772
(-51.6%)","265,315",145,237
6,2018년 07월 16일,mon,탐정: 리턴즈,"33,033,500",1.5%,"-64,196,200
(-66.0%)","26,798,540,778","4,349","-7,075
(-61.9%)","3,137,339",200,362
7,2018년 07월 16일,mon,미션 임파서블: 폴아웃,"26,844,000",1.2%,"26,844,000
(100.0%)","26,844,000","3,164","3,164
(100.0%)","3,164",8,9
8,2018년 07월 16일,mon,킬링 디어,"24,100,200",1.1%,"-18,633,700
(-43.6%)","224,724,800","2,820","-1,567
(-35.7%)","23,996",62,170
9,2018년 07월 16일,mon,허스토리,"14,545,800",0.7%,"-13,161,800
(-47.5%)","2,357,352,249","1,996","-1,190
(-37.4%)","312,755",91,138
0,2018년 07월 17일,tue,앤트맨과 와스프,"687,582,200",35.7%,"-126,312,400
(-15.5%)","40,007,132,157","84,455","-14,592
(-14.7%)","4,567,889","1,260","6,638"
1,2018년 07월 17일,tue,마녀,"412,827,700",21.4%,"-29,222,500
(-6.6%)","22,103,113,345","51,203","-3,376
(-6.2%)","2,582,660",728,"2,940"
2,2018년 07월 17일,tue,스카이스크래퍼,"405,054,100",21.0%,"-50,422,000
(-11.1%)","6,241,781,324","50,327","-5,950
(-10.6%)","722,541",777,"3,798"
3,2018년 07월 17일,tue,변산,"79,567,900",4.1%,"-3,027,500
(-3.7%)","3,795,567,073","10,658","-431
(-3.9%)","460,238",467,965
4,2018년 07월 17일,tue,속닥속닥,"80,918,400",4.2%,"-22,936,800
(-22.1%)","1,639,177,100","9,619","-2,504
(-20.7%)","185,881",243,979
5,2018년 07월 17일,tue,미드나잇 선,"40,436,900",2.1%,"6,749,100
(20.0%)","2,273,802,300","5,455","981
(21.9%)","270,770",151,256
6,2018년 07월 17일,tue,탐정: 리턴즈,"34,272,900",1.8%,"1,239,400
(3.8%)","26,832,813,678","4,750","401
(9.2%)","3,142,089",212,375
7,2018년 07월 17일,tue,허스토리,"21,320,500",1.1%,"6,774,700
(46.6%)","2,378,672,749","3,252","1,256
(62.9%)","316,007",113,162
8,2018년 07월 17일,tue,킬링 디어,"23,816,600",1.2%,"-283,600
(-1.2%)","248,541,400","2,849","29
(1.0%)","26,845",68,173
9,2018년 07월 17일,tue,라라랜드,"15,008,900",0.8%,"1,497,200
(11.1%)","29,901,270,694","2,154","216
(11.1%)","3,582,015",60,83
0,2018년 07월 18일,wed,인크레더블 2,"1,006,229,800",35.8%,"996,495,800
(10,237.3%)","1,074,993,800","122,594","121,542
(11,553.4%)","128,869","1,179","5,492"
1,2018년 07월 18일,wed,앤트맨과 와스프,"611,373,800",21.7%,"-76,208,400
(-11.1%)","40,618,505,957","76,147","-8,308
(-9.8%)","4,644,036",874,"4,018"
2,2018년 07월 18일,wed,마녀,"397,974,500",14.2%,"-14,853,200
(-3.6%)","22,501,087,845","49,738","-1,465
(-2.9%)","2,632,398",583,"2,094"
3,2018년 07월 18일,wed,스카이스크래퍼,"279,073,400",9.9%,"-125,980,700
(-31.1%)","6,520,854,724","35,234","-15,093
(-30.0%)","757,775",610,"2,136"
4,2018년 07월 18일,wed,독전: 익스텐디드 컷,"123,546,900",4.4%,"123,546,900
(100.0%)","123,546,900","19,998","19,998
(100.0%)","19,998",251,471
5,2018년 07월 18일,wed,호텔 아르테미스,"132,917,700",4.7%,"130,559,700
(5,536.9%)","136,949,700","16,931","16,669
(6,362.2%)","17,379",466,"1,491"
6,2018년 07월 18일,wed,속닥속닥,"44,549,800",1.6%,"-36,368,600
(-44.9%)","1,683,726,900","5,304","-4,315
(-44.9%)","191,185",184,482
7,2018년 07월 18일,wed,변산,"31,667,600",1.1%,"-47,900,300
(-60.2%)","3,827,234,673","4,589","-6,069
(-56.9%)","464,827",165,247
8,2018년 07월 18일,wed,미드나잇 선,"31,571,100",1.1%,"-8,865,800
(-21.9%)","2,305,373,400","4,317","-1,138
(-20.9%)","275,087",116,156
9,2018년 07월 18일,wed,킬링 디어,"19,680,000",0.7%,"-4,136,600
(-17.4%)","268,221,400","2,346","-503
(-17.7%)","29,191",47,122
0,2018년 07월 19일,thu,인크레더블 2,"926,348,900",35.8%,"-79,880,900
(-7.9%)","2,001,342,700","113,895","-8,699
(-7.1%)","242,764","1,190","5,407"
1,2018년 07월 19일,thu,앤트맨과 와스프,"536,935,400",20.8%,"-74,438,400
(-12.2%)","41,155,441,357","66,591","-9,556
(-12.5%)","4,710,627",861,"3,876"
2,2018년 07월 19일,thu,마녀,"376,008,400",14.5%,"-21,966,100
(-5.5%)","22,877,096,245","47,058","-2,680
(-5.4%)","2,679,456",591,"2,023"
3,2018년 07월 19일,thu,스카이스크래퍼,"232,853,700",9.0%,"-46,219,700
(-16.6%)","6,753,708,424","29,197","-6,037
(-17.1%)","786,972",595,"1,943"
4,2018년 07월 19일,thu,독전: 익스텐디드 컷,"90,630,100",3.5%,"-32,916,800
(-26.6%)","214,177,000","14,829","-5,169
(-25.8%)","34,827",304,593
5,2018년 07월 19일,thu,호텔 아르테미스,"85,947,100",3.3%,"-46,970,600
(-35.3%)","222,896,800","10,844","-6,087
(-36.0%)","28,223",452,"1,360"
6,2018년 07월 19일,thu,신은 죽지 않았다 3: 어둠 속의 빛,"58,901,800",2.3%,"58,110,800
(7,346.5%)","117,993,600","8,177","8,052
(6,441.6%)","16,000",167,326
7,2018년 07월 19일,thu,이별의 아침에 약속의 꽃을 장식하자,"43,197,100",1.7%,"43,197,100
(100.0%)","67,422,400","5,227","5,227
(100.0%)","8,151",121,359
8,2018년 07월 19일,thu,미드나잇 선,"32,284,400",1.2%,"713,300
(2.3%)","2,337,657,800","4,502","185
(4.3%)","279,589",126,159
9,2018년 07월 19일,thu,속닥속닥,"31,595,200",1.2%,"-12,954,600
(-29.1%)","1,715,322,100","3,846","-1,458
(-27.5%)","195,031",169,395
0,2018년 07월 20일,fri,인크레더블 2,"1,461,992,222",37.5%,"535,643,322
(57.8%)","3,463,334,922","164,820","50,925
(44.7%)","407,584","1,229","5,671"
1,2018년 07월 20일,fri,앤트맨과 와스프,"870,420,978",22.3%,"333,485,578
(62.1%)","42,025,862,335","98,563","31,972
(48.0%)","4,809,190",869,"3,938"
2,2018년 07월 20일,fri,마녀,"619,524,367",15.9%,"243,515,967
(64.8%)","23,496,620,612","71,362","24,304
(51.6%)","2,750,818",648,"2,256"
3,2018년 07월 20일,fri,스카이스크래퍼,"332,144,255",8.5%,"99,290,555
(42.6%)","7,085,852,679","38,283","9,086
(31.1%)","825,255",607,"1,941"
4,2018년 07월 20일,fri,독전: 익스텐디드 컷,"114,106,600",2.9%,"23,476,500
(25.9%)","328,283,600","18,465","3,636
(24.5%)","53,292",347,750
5,2018년 07월 20일,fri,호텔 아르테미스,"100,780,000",2.6%,"14,832,900
(17.3%)","323,676,800","11,448","604
(5.6%)","39,671",448,"1,262"
6,2018년 07월 20일,fri,미드나잇 선,"50,303,000",1.3%,"18,018,600
(55.8%)","2,387,960,800","6,858","2,356
(52.3%)","286,447",147,200
7,2018년 07월 20일,fri,속닥속닥,"55,576,700",1.4%,"23,981,500
(75.9%)","1,770,898,800","6,655","2,809
(73.0%)","201,686",167,366
8,2018년 07월 20일,fri,신은 죽지 않았다 3: 어둠 속의 빛,"43,871,900",1.1%,"-15,029,900
(-25.5%)","161,865,500","5,278","-2,899
(-35.5%)","21,278",161,317
9,2018년 07월 20일,fri,이별의 아침에 약속의 꽃을 장식하자,"45,194,000",1.2%,"1,996,900
(4.6%)","112,616,400","5,049","-178
(-3.4%)","13,200",117,339
0,2018년 07월 21일,sat,인크레더블 2,"4,093,763,690",48.1%,"2,631,771,468
(180.0%)","7,557,098,612","477,129","312,309
(189.5%)","884,713","1,550","7,149"
1,2018년 07월 21일,sat,앤트맨과 와스프,"1,879,357,610",22.1%,"1,008,936,632
(115.9%)","43,905,219,945","211,986","113,423
(115.1%)","5,021,176",897,"3,848"
2,2018년 07월 21일,sat,마녀,"1,133,384,451",13.3%,"513,860,084
(82.9%)","24,630,005,063","127,555","56,193
(78.7%)","2,878,373",750,"2,482"
3,2018년 07월 21일,sat,스카이스크래퍼,"579,418,639",6.8%,"247,274,384
(74.4%)","7,665,271,318","65,048","26,765
(69.9%)","890,303",606,"1,606"
4,2018년 07월 21일,sat,독전: 익스텐디드 컷,"186,580,800",2.2%,"72,474,200
(63.5%)","514,864,400","30,294","11,829
(64.1%)","83,586",398,900
5,2018년 07월 21일,sat,호텔 아르테미스,"117,280,100",1.4%,"16,500,100
(16.4%)","440,956,900","13,326","1,878
(16.4%)","52,997",448,906
6,2018년 07월 21일,sat,미드나잇 선,"74,188,900",0.9%,"23,885,900
(47.5%)","2,462,149,700","10,101","3,243
(47.3%)","296,548",156,236
7,2018년 07월 21일,sat,신은 죽지 않았다 3: 어둠 속의 빛,"70,798,100",0.8%,"26,926,200
(61.4%)","232,663,600","8,176","2,898
(54.9%)","29,454",179,308
8,2018년 07월 21일,sat,이별의 아침에 약속의 꽃을 장식하자,"54,465,700",0.6%,"9,271,700
(20.5%)","167,082,100","6,075","1,026
(20.3%)","19,275",112,263
9,2018년 07월 21일,sat,속닥속닥,"50,632,600",0.6%,"-4,944,100
(-8.9%)","1,821,531,400","6,037","-618
(-9.3%)","207,723",158,267
0,2018년 07월 22일,sun,인크레더블 2,"4,095,230,500",50.4%,"1,466,810
(0.0%)","11,652,329,112","479,793","2,664
(0.6%)","1,364,506","1,605","7,114"
1,2018년 07월 22일,sun,앤트맨과 와스프,"1,604,568,900",19.8%,"-274,788,710
(-14.6%)","45,509,788,845","181,723","-30,263
(-14.3%)","5,202,899",873,"3,688"
2,2018년 07월 22일,sun,마녀,"1,090,795,500",13.4%,"-42,588,951
(-3.8%)","25,720,800,563","121,909","-5,646
(-4.4%)","3,000,282",757,"2,458"
3,2018년 07월 22일,sun,스카이스크래퍼,"545,193,900",6.7%,"-34,224,739
(-5.9%)","8,210,465,218","61,385","-3,663
(-5.6%)","951,688",628,"1,567"
4,2018년 07월 22일,sun,독전: 익스텐디드 컷,"171,219,700",2.1%,"-15,361,100
(-8.2%)","686,084,100","27,942","-2,352
(-7.8%)","111,528",379,854
5,2018년 07월 22일,sun,호텔 아르테미스,"106,746,600",1.3%,"-10,533,500
(-9.0%)","547,703,500","11,953","-1,373
(-10.3%)","64,950",445,864
6,2018년 07월 22일,sun,신은 죽지 않았다 3: 어둠 속의 빛,"95,129,300",1.2%,"24,331,200
(34.4%)","327,792,900","11,215","3,039
(37.2%)","40,669",176,301
7,2018년 07월 22일,sun,미드나잇 선,"73,124,700",0.9%,"-1,064,200
(-1.4%)","2,535,274,400","10,099","-2
(0.0%)","306,647",154,236
8,2018년 07월 22일,sun,이별의 아침에 약속의 꽃을 장식하자,"46,974,400",0.6%,"-7,491,300
(-13.8%)","214,056,500","5,235","-840
(-13.8%)","24,510",117,237
9,2018년 07월 22일,sun,속닥속닥,"40,986,100",0.5%,"-9,646,500
(-19.1%)","1,862,517,500","4,784","-1,253
(-20.8%)","212,507",146,243
0,2018년 07월 23일,mon,인크레더블 2,"919,633,500",39.0%,"-3,175,597,000
(-77.5%)","12,571,962,612","114,940","-364,853
(-76.0%)","1,479,446","1,274","5,809"
1,2018년 07월 23일,mon,앤트맨과 와스프,"463,301,600",19.7%,"-1,141,267,300
(-71.1%)","45,973,090,445","57,665","-124,058
(-68.3%)","5,260,564",831,"3,691"
2,2018년 07월 23일,mon,마녀,"410,781,900",17.4%,"-680,013,600
(-62.3%)","26,131,582,463","51,378","-70,531
(-57.9%)","3,051,660",691,"2,579"
3,2018년 07월 23일,mon,스카이스크래퍼,"180,617,700",7.7%,"-364,576,200
(-66.9%)","8,391,082,918","22,790","-38,595
(-62.9%)","974,478",586,"1,702"
4,2018년 07월 23일,mon,독전: 익스텐디드 컷,"67,857,000",2.9%,"-103,362,700
(-60.4%)","753,941,100","11,244","-16,698
(-59.8%)","122,772",349,848
5,2018년 07월 23일,mon,호텔 아르테미스,"47,348,800",2.0%,"-59,397,800
(-55.6%)","595,052,300","6,113","-5,840
(-48.9%)","71,063",418,909
6,2018년 07월 23일,mon,미드나잇 선,"42,170,300",1.8%,"-30,954,400
(-42.3%)","2,577,444,700","5,919","-4,180
(-41.4%)","312,566",142,250
7,2018년 07월 23일,mon,신은 죽지 않았다 3: 어둠 속의 빛,"36,334,100",1.5%,"-58,795,200
(-61.8%)","364,127,000","4,802","-6,413
(-57.2%)","45,471",162,305
8,2018년 07월 23일,mon,인랑,"34,397,300",1.5%,"34,397,300
(100.0%)","58,707,300","3,791","3,791
(100.0%)","6,222",17,17
9,2018년 07월 23일,mon,이별의 아침에 약속의 꽃을 장식하자,"24,386,400",1.0%,"-22,588,000
(-48.1%)","238,442,900","3,004","-2,231
(-42.6%)","27,514",114,279
0,2018년 07월 24일,tue,인크레더블 2,"868,434,800",36.1%,"-51,198,700
(-5.6%)","13,440,397,412","110,999","-3,941
(-3.4%)","1,590,445","1,300","5,763"
1,2018년 07월 24일,tue,앤트맨과 와스프,"421,627,900",17.5%,"-41,673,700
(-9.0%)","46,394,718,345","53,359","-4,306
(-7.5%)","5,313,923",850,"3,633"
2,2018년 07월 24일,tue,마녀,"392,066,500",16.3%,"-18,715,400
(-4.6%)","26,523,648,963","49,582","-1,796
(-3.5%)","3,101,242",697,"2,568"
3,2018년 07월 24일,tue,스카이스크래퍼,"170,124,900",7.1%,"-10,492,800
(-5.8%)","8,561,207,818","21,621","-1,169
(-5.1%)","996,099",603,"1,694"
4,2018년 07월 24일,tue,인랑,"135,093,600",5.6%,"100,696,300
(292.7%)","193,800,900","13,444","9,653
(254.6%)","19,666",69,69
5,2018년 07월 24일,tue,독전: 익스텐디드 컷,"63,528,300",2.6%,"-4,328,700
(-6.4%)","817,469,400","10,570","-674
(-6.0%)","133,342",344,826
6,2018년 07월 24일,tue,미드나잇 선,"45,380,000",1.9%,"3,209,700
(7.6%)","2,622,824,700","6,429","510
(8.6%)","318,995",150,246
7,2018년 07월 24일,tue,신은 죽지 않았다 3: 어둠 속의 빛,"41,926,900",1.7%,"5,592,800
(15.4%)","406,053,900","5,620","818
(17.0%)","51,091",159,316
8,2018년 07월 24일,tue,호텔 아르테미스,"41,232,800",1.7%,"-6,116,000
(-12.9%)","636,285,100","5,369","-744
(-12.2%)","76,432",402,853
9,2018년 07월 24일,tue,신과함께-인과 연,"32,247,000",1.3%,"32,247,000
(100.0%)","35,185,000","3,644","3,644
(100.0%)","4,050",10,14
0,2018년 07월 25일,wed,미션 임파서블: 폴아웃,"3,905,685,200",57.4%,"3,905,685,200
(100.0%)","3,937,889,200","601,935","601,935
(100.0%)","605,662","1,717","7,457"
1,2018년 07월 25일,wed,인랑,"1,692,595,700",24.9%,"1,557,502,100
(1,152.9%)","1,886,396,600","274,510","261,066
(1,941.9%)","294,176","1,085","4,503"
2,2018년 07월 25일,wed,인크레더블 2,"603,573,500",8.9%,"-264,861,300
(-30.5%)","14,043,970,912","96,978","-14,021
(-12.6%)","1,687,423",764,"2,149"
3,2018년 07월 25일,wed,신비아파트: 금빛 도깨비와 비밀의 굴,"244,738,500",3.6%,"242,938,500
(13,496.6%)","261,244,500","36,633","36,433
(18,216.5%)","38,467",559,985
4,2018년 07월 25일,wed,앤트맨과 와스프,"128,262,000",1.9%,"-293,365,900
(-69.6%)","46,522,980,345","20,327","-33,032
(-61.9%)","5,334,250",379,715
5,2018년 07월 25일,wed,마녀,"91,393,900",1.3%,"-300,672,600
(-76.7%)","26,615,042,863","14,300","-35,282
(-71.2%)","3,115,542",319,563
6,2018년 07월 25일,wed,신은 죽지 않았다 3: 어둠 속의 빛,"13,954,700",0.2%,"-27,972,200
(-66.7%)","420,008,600","2,070","-3,550
(-63.2%)","53,161",92,115
7,2018년 07월 25일,wed,킬링 디어,"12,061,200",0.2%,"-1,933,300
(-13.8%)","420,664,500","1,992","0
(0.0%)","47,144",36,99
8,2018년 07월 25일,wed,미드나잇 선,"11,170,300",0.2%,"-34,209,700
(-75.4%)","2,633,995,000","1,741","-4,688
(-72.9%)","320,736",40,60
9,2018년 07월 25일,wed,해적왕 작스톰,"10,477,900",0.2%,"-1,955,100
(-15.7%)","22,910,900","1,267","-120
(-8.7%)","2,654",42,46
0,2018년 07월 26일,thu,미션 임파서블: 폴아웃,"3,193,417,600",59.9%,"-712,267,600
(-18.2%)","7,131,306,800","389,362","-212,573
(-35.3%)","995,024","1,656","7,513"
1,2018년 07월 26일,thu,인랑,"795,585,000",14.9%,"-897,010,700
(-53.0%)","2,681,981,600","101,731","-172,779
(-62.9%)","395,907","1,029","4,271"
2,2018년 07월 26일,thu,인크레더블 2,"638,018,300",12.0%,"34,444,800
(5.7%)","14,681,989,212","85,590","-11,388
(-11.7%)","1,773,013",767,"2,315"
3,2018년 07월 26일,thu,신비아파트: 금빛 도깨비와 비밀의 굴,"263,591,200",4.9%,"18,852,700
(7.7%)","524,835,700","37,939","1,306
(3.6%)","76,406",587,"1,127"
4,2018년 07월 26일,thu,앤트맨과 와스프,"108,531,300",2.0%,"-19,730,700
(-15.4%)","46,631,511,645","13,624","-6,703
(-33.0%)","5,347,874",354,664
5,2018년 07월 26일,thu,마녀,"76,941,200",1.4%,"-14,452,700
(-15.8%)","26,691,984,063","9,648","-4,652
(-32.5%)","3,125,190",279,505
6,2018년 07월 26일,thu,신과함께-인과 연,"68,400,100",1.3%,"68,400,100
(100.0%)","103,585,100","7,629","7,629
(100.0%)","11,679",42,42
7,2018년 07월 26일,thu,어느 가족,"53,787,400",1.0%,"53,522,400
(20,197.1%)","75,891,400","7,067","7,031
(19,530.6%)","9,728",117,261
8,2018년 07월 26일,thu,신은 죽지 않았다 3: 어둠 속의 빛,"20,835,900",0.4%,"6,881,200
(49.3%)","440,844,500","2,833","763
(36.9%)","55,994",104,127
9,2018년 07월 26일,thu,맘마미아!2,"24,534,000",0.5%,"24,534,000
(100.0%)","36,102,000","2,726","2,726
(100.0%)","4,008",9,9
0,2018년 07월 27일,fri,미션 임파서블: 폴아웃,"4,187,077,980",64.3%,"993,660,380
(31.1%)","11,318,384,780","460,654","71,292
(18.3%)","1,455,678","1,761","8,038"
1,2018년 07월 27일,fri,인크레더블 2,"833,774,420",12.8%,"195,756,120
(30.7%)","15,515,763,632","101,879","16,289
(19.0%)","1,874,892",867,"2,529"
2,2018년 07월 27일,fri,인랑,"778,547,050",12.0%,"-17,037,950
(-2.1%)","3,460,528,650","88,857","-12,874
(-12.7%)","484,764",977,"3,839"
3,2018년 07월 27일,fri,신비아파트: 금빛 도깨비와 비밀의 굴,"334,747,200",5.1%,"71,156,000
(27.0%)","859,582,900","43,483","5,544
(14.6%)","119,889",650,"1,321"
4,2018년 07월 27일,fri,앤트맨과 와스프,"131,458,670",2.0%,"22,927,370
(21.1%)","46,762,970,315","15,099","1,475
(10.8%)","5,362,973",350,630
5,2018년 07월 27일,fri,마녀,"87,176,200",1.3%,"10,235,000
(13.3%)","26,779,160,263","9,927","279
(2.9%)","3,135,117",263,472
6,2018년 07월 27일,fri,어느 가족,"56,042,100",0.9%,"2,254,700
(4.2%)","131,933,500","6,541","-526
(-7.4%)","16,269",115,249
7,2018년 07월 27일,fri,신은 죽지 않았다 3: 어둠 속의 빛,"16,029,200",0.2%,"-4,806,700
(-23.1%)","456,873,700","1,925","-908
(-32.1%)","57,919",92,112
8,2018년 07월 27일,fri,킬링 디어,"8,166,000",0.1%,"1,945,000
(31.3%)","435,051,500","1,115","244
(28.0%)","49,130",32,52
9,2018년 07월 27일,fri,아이 엠 러브,"7,756,173",0.1%,"1,473,773
(23.5%)","298,436,361","1,011","160
(18.8%)","37,918",26,40
0,2018년 07월 28일,sat,미션 임파서블: 폴아웃,"8,530,378,374",66.5%,"4,343,300,394
(103.7%)","19,848,763,154","941,397","480,743
(104.4%)","2,397,075","1,937","8,914"
1,2018년 07월 28일,sat,인크레더블 2,"1,616,383,726",12.6%,"782,609,306
(93.9%)","17,132,147,358","195,046","93,167
(91.4%)","2,069,938",971,"2,926"
2,2018년 07월 28일,sat,인랑,"1,290,583,256",10.1%,"512,036,206
(65.8%)","4,751,111,906","145,055","56,198
(63.2%)","629,819",829,"3,141"
3,2018년 07월 28일,sat,신비아파트: 금빛 도깨비와 비밀의 굴,"809,770,400",6.3%,"475,023,200
(141.9%)","1,669,353,300","104,068","60,585
(139.3%)","223,957",733,"1,817"
