,filmoNames,peopleCd,peopleNm,repRoleNm,guest,movie_num,guest_rate,Tot_averageN,Tot_medianN,Tot_average0.3,Tot_median
106,쿵푸팬더3,10074461,알레산드로 칼로니,감독,3984812,1,3984812,0.985481787,1.351247397,1.885481787,4.351247397
107,다키스트 마인드|쿵푸팬더3|쿵푸팬더 2,20112994,여인영,감독,3984812,1,3984812,0.985481787,1.351247397,1.885481787,4.351247397
108,악녀|내가 살인범이다|반두비|우린 액션배우다|락큰롤에 있어 중요한 것 세가지,10061761,정병길,감독,3928820,2,1964410,0.965847903,1.331613513,1.865847903,4.331613513
109,박수건달|조폭마누라3|어깨동무|조폭마누라,10067346,조진규,감독,3893216,1,3893216,0.953363177,1.319128787,1.853363177,4.319128787
110,완벽한 타인|역린|인플루언스,20111735,이재규,감독,3849433,1,3849433,0.938010442,1.303776052,1.838010442,4.303776052
111,"쥬라기 월드: 폴른 킹덤|레디 플레이어 원|더 포스트|마이 리틀 자이언트|스파이 브릿지|링컨|워 호스|틴틴 : 유니콘호의 비밀|인디아나 존스 4 : 크리스탈 해골의 왕국|뮌헨|우주전쟁|터미널|캐치 미 이프 유 캔|마이너리티 리포트|E.T. : 탄생 20주년 기념작|A.I.|라이언 일병 구하기|아미스타드|쥬라기 공원 2 - 잃어버린 세계 |쉰들러 리스트 |쥬라기 공원|후크|빽투더퓨처 3|8번가의 기적|인디아나 존스 : 최후의 성전|누가 로저래빗을 모함했나|공룡시대|태양의 제국|피라미드의 공포|컬러퍼플|인디아나 존스 - 마궁의 사원, 저주받은 사원 |환상특급|악령의 상자|이티|레이더스|1941|미지와의 조우|죠스|슈가랜드 특급",10039450,스티븐 스필버그,감독,3830209,7,547172.7143,0.931269447,1.297035057,1.831269447,4.297035057
112,탐정: 리턴즈|미씽: 사라진 여자|타이밍|어깨 너머의 연인|해피 에로 크리스마스|...ing|고양이를 부탁해,10056602,이언희,감독,3825717,2,1912858.5,0.929694304,1.295459914,1.829694304,4.295459914
113,"강남 1970|강남1970(무삭제판)|하울링|쌍화점|비열한 거리|말죽거리 잔혹사|결혼은, 미친짓이다|바람부는 날이면 압구정동에 가야 한다",20111250,유하,감독,3804726,2,1902363,0.922333701,1.288099311,1.822333701,4.288099311
114,국정교과서 516일 : 끝나지 않은 역사전쟁|직지코드|천안함 프로젝트|남영동1985|영화판|부러진 화살|까|블랙잭|맥주가 애인보다 좋은 7가지 이유|헐리우드 키드의 생애|하얀전쟁|산산이 부서진 이름이여|남부군|산배암|여자가 숨는 숲|위기의 여자|거리의 악사|추억의 빛|안개는 여자처럼 속삭인다|저녁에 우는 새|여자의 함정|마스터 클래스의 산책,10062253,정지영,감독,3783560,2,1891780,0.914911734,1.280677344,1.814911734,4.280677344
115,마이펫의 이중생활|슈퍼배드 2|로렉스|슈퍼  배드,20112359,크리스 리노드,감독,3739938,3,1246646,0.899615454,1.265381065,1.799615454,4.265381065
116,분노의 질주: 더 익스트림|스트레이트 아웃 오브 컴턴|모범시민|쿨|이탈리안 잡|빈 디젤의 디아블로|네고시에이터|셋잇오프 ,10091258,F. 게리 그레이,감독,3702082,2,1851041,0.886341052,1.252106663,1.786341052,4.252106663
117,미이라|피플 라이크 어스 ,10044873,알렉스 커츠먼,감독,3689325,1,3689325,0.881867744,1.247633355,1.781867744,4.247633355
118,"너의 이름은.|언어의 정원|별을 쫓는 아이|초속5센티미터|구름의 저편, 약속의 장소|별의 목소리|그녀와 그녀의 고양이",10040653,신카이 마코토,감독,3688459,2,1844229.5,0.881564077,1.247329687,1.781564077,4.247329687
119,곤지암|워킹걸|미쓰GO|외톨이|기담|무서운 이야기 2|무서운 이야기|무서운 이야기 2 '탈출'|무서운 이야기 '해와 달',10061758,정범식,감독,3649024,4,912256,0.867735991,1.233501601,1.767735991,4.233501601
120,"귀향, 끝나지 않은 이야기|귀향|파울볼|두레소리",10066934,조정래,감독,3645402,4,911350.5,0.866465918,1.232231528,1.766465918,4.232231528
121,인턴|사랑은 너무 복잡해|로맨틱 홀리데이|사랑할 때 버려야 할 아까운 것들|왓 위민 원트|페어런트 트랩|신부의 아버지 2 ,10007658,낸시 마이어스,감독,3610642,1,3610642,0.854277144,1.220042754,1.754277144,4.220042754
122,코코|토이 스토리 3|몬스터 주식회사|토이 스토리 2,10019335,리 언크리치,감독,3510040,1,3510040,0.819000533,1.184766144,1.719000533,4.184766144
123,임금님의 사건수첩|아티스트: 다시 태어나다|코리아|7광구|요가학원|은하해방전선|화려한 휴가,20125803,문현성,감독,3491795,2,1745897.5,0.81260283,1.17836844,1.71260283,4.17836844
124,미스 페레그린과 이상한 아이들의 집|거울나라의 앨리스|빅 아이즈|링컨: 뱀파이어 헌터|다크 섀도우|프랑켄위니|이상한 나라의 앨리스|스위니 토드 : 어느 잔혹한 이발사 이야기|유령신부(애니)|찰리와 초콜릿 공장|빅 피쉬|혹성탈출|슬리피 할로우|팀버튼의 화성침공 |팀 버튼의 크리스마스 악몽|배트맨2|가위손|프랑켄위니|빈센트 ,10081788,팀 버튼,감독,3473440,5,694688,0.806166554,1.171932165,1.706166554,4.171932165
125,숲속으로|캐리비안의 해적: 낯선 조류|나인|게이샤의 추억|시카고,10018173,롭 마샬,감독,3471928,2,1735964,0.805636364,1.171401974,1.705636364,4.171401974
126,"흥부: 글로 세상을 바꾼 자|번개맨|봄|26년|후궁 : 제왕의 첩|마이 웨이|두 여자|슬픔보다 더 슬픈 이야기|1724 기방난동사건|고고 70|가루지기|라듸오 데이즈|마이 파더|지금 사랑하는 사람과 살고 있습니까?|전설의 고향|허브|음란서생|형사; Duelist|천군|인어 공주|장화, 홍련|버스, 정류장",10065272,조근현,감독,3462332,4,865583,0.802271477,1.168037087,1.702271477,4.168037087
127,도리를 찾아서|존 카터: 바숨 전쟁의 서막 |월ㆍE|니모를 찾아서,10045926,앤드류 스탠튼,감독,3439160,2,1719580,0.794146095,1.159911705,1.694146095,4.159911705
128,"메소드|장수상회|집으로 가는 길|용의자X|오로라 공주|비디오를 보는 남자|스물넷|잎새|두밀리 2: 시작하는 순간|구멍|산부인과|너희가 재즈를 믿느냐|학생부군신위|맥주가 애인보다 좋은 7가지 이유|301·302|진주는 공부중|블리치|날아간 뻥튀기|도구|파출부, 아니다|소금-철도여성 노동자 이야기|돌아갈 귀|서브로사|인디스데이 3월 단편|시선 1318|Dir/Actors 11. 여배우들 단편",10029969,방은진,감독,3431253,3,1143751,0.791373465,1.157139075,1.691373465,4.157139075
129,스파이,20128609,이승준,감독,3423920,1,3423920,0.78880211,1.154567721,1.68880211,4.154567721
130,레모니 스니켓의 위험한 대결|미스터 캣|맨 인 블랙 3|런어웨이 버케이션|빅트러블|맨 인 블랙 2|와일드 와일드 웨스트|맨인블랙 |겟 쇼티 |사랑게임|아담스 훼밀리|미저리,10030916,배리 소넨필드,감독,3403112,2,1701556,0.781505678,1.147271288,1.681505678,4.147271288
131,석조저택 살인사건|괴물들|퇴마: 무녀굴|이웃사람|시체가 돌아왔다|댄싱퀸|7광구|심야의 F.M.|하모니|해운대|색즉시공 시즌2|무서운 이야기 2|무서운 이야기2 '사고',10003489,김휘,감독,3399196,4,849799,0.780132512,1.145898122,1.680132512,4.145898122
132,맘마미아!2|어바웃 타임|락앤롤 보트|러브액츄얼리: 크리스마스 에디션|러브 액츄얼리|네 번의 결혼식과 한 번의 장례식 ,10020263,리차드 커티스,감독,3375735,1,3375735,0.771905791,1.137671402,1.671905791,4.137671402
133,계춘할망|치명도수: RESET|표적|48미터|고死 : 피의 중간고사|숲속의 아이,10071587,창,감독,3322775,2,1661387.5,0.753335094,1.119100704,1.653335094,4.119100704
134,마다가스카의 펭귄|마다가스카3 : 이번엔 서커스다!|마다가스카 2|마다가스카|개미,10048039,에릭 다넬,감독,3287934,2,1643967,0.741117917,1.106883528,1.641117917,4.106883528
135,수어사이드 스쿼드|수어사이드 스쿼드 (블루레이버전)|퓨리|사보타지|엔드 오브 왓치|스트리트 킹|하쉬 타임,10011476,데이비드 에이어,감독,3271220,3,1090406.667,0.735257067,1.101022677,1.635257067,4.101022677
136,조선마술사|후궁 : 제왕의 첩|연인|가을로|혈의 누|하류인생|번지점프를 하다|춘향뎐(春香傳)|창(노는계집 창)|서편제|백문백답,10003845,김대승,감독,3250012,2,1625006,0.727820372,1.093585982,1.627820372,4.093585982
137,그래비티|칠드런 오브 맨|해리포터와 아즈카반의 죄수|이투마마|위대한 유산 |러브 앤 히스테리|도대체 그 남자가 누구야,10045281,알폰소 쿠아론,감독,3227452,1,3227452,0.719909592,1.085675202,1.619909592,4.085675202
138,로건|더 울버린|나잇&데이|3:10 투 유마|앙코르|아이덴티티|케이트 앤 레오폴드|처음 만나는 자유|캅 랜드,10064101,제임스 맨골드,감독,3145417,2,1572708.5,0.691143595,1.056909205,1.591143595,4.056909205
139,열정같은소리하고있네|반창꼬|애자|고死 : 피의 중간고사|와일드 카드,10061628,정기훈,감독,3126128,2,1563064,0.684379808,1.050145418,1.584379808,4.050145418
140,램페이지|인카네이트|샌 안드레아스|잃어버린 세계를 찾아서 2: 신비의 섬|캣츠 앤 독스 2|귀여운 좀비 이블린,10032200,브래드 페이튼,감독,3117614,3,1039204.667,0.68139433,1.04715994,1.58139433,4.04715994
141,위험한 상견례 2|음치 클리닉 |위험한 상견례|청담보살|아기와 나|마파도2|돈 텔 파파,10005932,김진영,감독,3068318,2,1534159,0.664108433,1.029874043,1.564108433,4.029874043
142,캐리비안의 해적: 죽은 자는 말이 없다|막스 마누스|밴디다스,10048721,에스펜 샌버그,감독,3049894,1,3049894,0.657647962,1.023413572,1.557647962,4.023413572
143,캐리비안의 해적: 죽은 자는 말이 없다|막스 마누스,10051812,요아킴 뢰닝,감독,3049894,1,3049894,0.657647962,1.023413572,1.557647962,4.023413572
144,애나벨 : 인형의 주인|라이트 아웃,20235586,데이비드 F. 샌드버그,감독,3045350,2,1522675,0.656054585,1.021820195,1.556054585,4.021820195
145,커뮤터|언더 워터|런 올 나이트|논스톱|골2 : 꿈을 향해 뛰어라,10059297,자움 콜렛 세라,감독,3044824,4,761206,0.65587014,1.021635751,1.55587014,4.021635751
146,드래곤 길들이기 3|드래곤 길들이기 2|드래곤 길들이기|헤이마|릴로와 스티치,10013583,딘 데블로이스,감독,3000056,1,3000056,0.64017201,1.00593762,1.54017201,4.00593762
147,형|발칙한 로맨스(가제)|맨발의 기봉이|비천무,10002413,권수경,감독,2982022,1,2982022,0.633848295,0.999613905,1.533848295,3.999613905
148,레드 스패로|헝거게임: 더 파이널|헝거게임: 모킹제이|헝거게임: 캣칭 파이어|워터 포 엘리펀트|나는 전설이다|콘스탄틴,10084230,프란시스 로렌스,감독,2950730,5,590146,0.622875593,0.988641203,1.522875593,3.988641203
149,프리즌|미안해 사랑해 고마워|남쪽으로 튀어|마이 웨이|마당을 나온 암탉|그 남자의 책 198쪽|우리 생애 최고의 순간|화려한 휴가|돌려차기|목포는 항구다|모르는 사람,10007424,나현,감독,2931897,1,2931897,0.616271704,0.982037315,1.516271704,3.982037315
150,미스터 주(가제)|재심|또 하나의 약속|용의자X|인사동 스캔들|잔혹한 출근|수사반장 트위스트 김|마이 페어 레이디즈,10006129,김태윤,감독,2910138,2,1455069,0.608641799,0.974407409,1.508641799,3.974407409
151,제이슨 본|캡틴 필립스|그린 존|본 얼티메이텀|플라이트93|본 슈프리머시|블러디 선데이,10083439,폴 그린그래스,감독,2853480,2,1426740,0.588774378,0.954539989,1.488774378,3.954539989
152,앤트맨과 와스프|앤트맨|예스맨|브레이크 업 : 이별후애(愛)|다운 위드 러브|브링잇온,10083194,페이튼 리드,감독,2839921,1,2839921,0.584019845,0.949785455,1.484019845,3.949785455
153,나는 증인이다|순수의 시대|순수의 시대 무삭제편|블라인드|레인보우|아랑|...ing|패스오버|다섯 개의 시선,20111254,안상훈,감독,2828398,2,1414199,0.579979246,0.945744856,1.479979246,3.945744856
154,킹메이커: 선거판의 여우(가제)|불한당: 나쁜 놈들의 세상|나의 PS 파트너 |청춘그루브|리얼,10031356,변성현,감독,2774913,2,1387456.5,0.561224454,0.926990064,1.461224454,3.926990064
155,겜블러|혹성탈출: 진화의 시작|이스케피스트,10018960,루퍼트 와이어트,감독,2773794,1,2773794,0.560832071,0.926597681,1.460832071,3.926597681
156,킹 아서: 제왕의 검|맨 프롬 UNCLE|셜록홈즈 : 그림자 게임|셜록 홈즈|락큰롤라|리볼버|스웹트 어웨이|스내치|록 스탁 앤 2 스모킹 배럴즈,10000296,가이 리치,감독,2760550,3,920183.3333,0.556187994,0.921953604,1.456187994,3.921953604
157,"당신, 거기 있어줄래요|결혼전야|키친|서양 골동 양과자점 앤티크|별 모양의 얼룩|로자이야기|가족시네마|무서운 이야기|무서운 이야기 '콩쥐 팥쥐'",10089855,홍지영,감독,2712655,3,904218.3333,0.539393365,0.905158975,1.439393365,3.905158975
158,레지던트 이블: 파멸의 날|폼페이: 최후의 날|레지던트 이블 5 : 최후의 심판|삼총사 3D|레지던트 이블 4: 끝나지 않은 전쟁 3D|데스 레이스|에이리언 VS 프레데터|레지던트 이블|싸이트|솔져 |이벤트호라이즌 |모탈 컴뱃 ,10083986,폴 W.S. 앤더슨,감독,2697565,3,899188.3333,0.534101978,0.899867589,1.434101978,3.899867589
159,탐정 : 더 비기닝|쩨쩨한 로맨스|어깨동무 ,10005643,김정훈,감독,2625686,1,2625686,0.508897236,0.874662846,1.408897236,3.874662846
160,지금 만나러 갑니다,20280830,이장훈,감독,2601572,1,2601572,0.500441537,0.866207148,1.400441537,3.866207148
161,닌자터틀|타이탄의 분노|월드 인베이젼|더 킬링 룸|텍사스 전기톱 연쇄살인사건 : 0|어둠의 저주,10065332,조나단 리브스만,감독,2601229,3,867076.3333,0.500321263,0.866086873,1.400321263,3.866086873
162,마일22|패트리어트 데이|딥워터 호라이즌|론 서바이버 |배틀쉽|핸콕|킹덤|프라이데이 나잇 라이트|웰컴 투 더 정글|코르키 로마노|베리배드씽|기적의 터치다운|질주|영혼의 목걸이,10085782,피터 버그,감독,2581460,4,645365,0.493389161,0.859154771,1.393389161,3.859154771
163,보안관|군도: 민란의 시대|R2B: 리턴투베이스|나는 왕이로소이다|달빛 길어올리기|달콤한 거짓말,20131894,김형주,감독,2571491,1,2571491,0.489893479,0.85565909,1.389893479,3.85565909
164,조작된 도시|웰컴 투 동막골|거미맨|사방에 적|내 나이키|교회누나|묻지마 패밀리,10028469,박광현,감독,2512572,1,2512572,0.469233228,0.834998838,1.369233228,3.834998838
165,발레리안: 천 개 행성의 도시|워리어스 게이트|루시|브릭 맨션: 통제불능 범죄구역|쓰리데이즈 투 킬|위험한 패밀리|올모스트 차밍|위험한 패밀리 패밀리 에디션|락아웃: 익스트림미션|아더와 미니모이 3: 두 세계의 전쟁|블랑섹의 기이한모험|더 레이디|아더와 미니모이 2 : 셀레니아 공주 구출 작전|테이큰|아더와 미니모이-제1탄비밀원정대의출정|엔젤-A|뤽 베송의 밀레니엄맨|쟌다르크|제 5원소 리마스터링 감독판|제5원소 |레옹 |레옹 디 오리지널|아틀란티스 : 바다의 오페라 |니키타|그랑블루 리마스터링 감독판|그랑 부르|서브웨이|마지막 전투,10019011,뤽 베송,감독,2496819,3,832273,0.463709357,0.829474967,1.363709357,3.829474967
166,"특종: 량첸살인기|연애의 온도|지구를 지켜라|마스크 속, 은밀한 자부심",10015745,노덕,감독,2481676,2,1240838,0.458399386,0.824164996,1.358399386,3.824164996
